property_type,society,sector,price_in_cr,price_per_sqft,area_in_sqft,areawithtype,bedroom,bathroom,balcony,floornum,facing,agepossession,area_in_sq_ft,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,Independent,Sector 7,1.16,11693.0,,Plot area 992(92.16 sq.m.)Carpet area: 992 sq.ft. (92.16 sq.m.),5,4,,3,north-east,Moderately Old,990.2788,,992.0,992.0,0,0,0,0,1,0,39
house,Independent,Sector 25,16.0,26667.0,,Built Up area: 6000 (557.42 sq.m.),6,5,,3,east,Relatively New,5995.4923,,6000.0,,0,0,0,0,0,0,0
house,Malibu Towne,Sector 47,8.5,53125.0,,Built Up area: 1600 (148.64 sq.m.),12,12,,4,north,New Property,1603.8211,,1600.0,,0,0,0,0,0,2,99
house,Suncity Essel Towers,Sector 28,8.95,17900.0,,Plot area 5000(464.52 sq.m.),5,6,,4,na,Moderately Old,5005.2135,,5000.0,,0,0,0,0,0,0,0
house,Independent,Sector 43,14.0,39886.0,,Plot area 390(326.09 sq.m.),9,9,,4,north,Moderately Old,3509.0314,,3517.176,,0,1,0,0,0,0,7
house,Bhim Nagar,Sector 6,0.85,126865.0,,Plot area 67(6.22 sq.m.),5,2,,1,na,Old,64.5834,,67.0,,0,0,0,1,0,0,29
house,Independent,Sector 7,1.35,40909.0,,Built Up area: 330 (30.66 sq.m.),4,5,,3,na,Undefined,333.6809,,330.0,,0,0,0,0,0,0,0
house,Independent,Sector 50,13.2,27155.0,,Built Up area: 4861 (451.6 sq.m.),6,6,,2,na,Undefined,4865.2828,,4861.0,,0,0,0,0,0,0,0
house,Anamika Enclave,Sector 12,6.0,14492.0,,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9,9,,3,north-west,Old,4144.1015,,9000.0,,0,0,0,0,0,0,9
house,Independent,Sector 4,0.51,14167.0,,Plot area 40(33.45 sq.m.),4,4,,4,na,New Property,355.2087,,360.736,,0,0,0,0,0,0,0
house,Independent,Sector 4,1.1,11111.0,,Built Up area: 990 (91.97 sq.m.),6,4,,2,north,Undefined,990.2788,,990.0,,0,0,0,0,0,0,0
house,Independent,Sector 37D,2.5,13157.0,,Plot area 1900(176.52 sq.m.),5,5,,2,na,Relatively New,1905.2103,,1900.0,,0,0,0,0,0,0,0
house,Independent,Sector 7,0.53,5888.0,,Built Up area: 900 (83.61 sq.m.),2,2,,1,na,Undefined,904.1676,,900.0,,0,0,0,0,0,0,0
house,Independent,Sector 7,2.0,11111.0,,Plot area 200(167.23 sq.m.),2,2,,2,na,Relatively New,1797.5712999999998,,1803.6799999999998,,0,0,0,0,0,0,0
house,Independent,New Gurgaon Basti,0.63,7875.0,,Built Up area: 800 (74.32 sq.m.),4,2,,2,south-east,Old,796.5286,,800.0,,0,0,0,0,1,0,7
house,Independent,Sector 56,8.0,9654.0,,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10,10,,4,na,Relatively New,365.9726,,8286.0,,1,1,0,1,0,1,107
house,Independent,Sector 13,0.45,4808.0,,Built Up area: 936 (86.96 sq.m.),1,1,,1,na,Undefined,936.4593,,936.0,,0,0,0,0,0,0,0
house,Independent,Sector 105,0.37,8222.0,,Plot area 450(41.81 sq.m.),2,2,,1,na,Moderately Old,452.0838,,450.0,,0,0,0,0,1,0,0
house,Independent,Acharya Puri,1.72,11111.0,,Built Up area: 172 (143.81 sq.m.)Carpet area: 171 sq.yards (142.98 sq.m.),6,3,,2,na,Old,1550.0016,,1551.1648,171.0,0,0,0,0,1,0,0
house,Independent,Sector 11,1.35,3857.0,,Plot area 3500(325.16 sq.m.),10,6,,3,na,Old,3498.2675,,3500.0,,0,0,0,0,0,0,0
house,Independent,Sector 105,0.5,50000.0,,Built Up area: 100 (9.29 sq.m.),2,2,,1,na,Undefined,96.8751,,100.0,,0,0,0,0,0,0,0
house,Independent,Sector 8,0.62,11273.0,,Built Up area: 550 (51.1 sq.m.),3,1,,2,na,Undefined,548.9589,,550.0,,0,0,0,0,0,0,0
house,Independent,Sector 25,8.0,8000.0,,Carpet area: 10000 (929.03 sq.m.),3,9,,3,na,New Property,9999.6631,,,10000.0,0,0,0,0,0,0,0
house,Independent,Sector 92,1.8,7627.0,,Built Up area: 2360 (219.25 sq.m.),4,5,,13,na,Undefined,2357.2941,,2360.0,,0,0,0,0,0,0,0
house,Independent,Sector 108,1.7,5666.0,,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,,1,north-east,Undefined,3003.1281,,3000.0,2600.0,0,0,0,0,0,0,0
house,Independent,Sector 3,0.55,5000.0,,Built Up area: 1100 (102.19 sq.m.),2,1,,1,na,Undefined,1097.9178,,1100.0,,0,0,0,0,0,0,0
house,Independent,Sector 3,1.5,5000.0,,Built Up area: 3000 (278.71 sq.m.),6,1,,1,na,New Property,3003.1281,,3000.0,,0,0,0,0,0,0,0
house,Independent,Sector 109,1.55,6567.0,,Built Up area: 2360 (219.25 sq.m.),3,2,,1,na,Undefined,2357.2941,,2360.0,,0,0,0,0,0,0,0
house,Independent,Sector 17,0.32,22068.0,,Built Up area: 145 (13.47 sq.m.),2,2,,3,na,Undefined,139.9307,,145.0,,0,0,0,0,0,0,0
house,Independent,Pratap Nagar,2.1,8386.0,,Built Up area: 2504 (232.63 sq.m.),4,3,,2,na,Undefined,2507.9887,,2504.0,,0,0,0,0,0,0,0
house,Manohar Nagar,Manohar Nagar,5.6,12444.0,,Plot area 500(418.06 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.),34,34,,4,na,New Property,4499.3102,,4509.2,,0,0,0,0,0,2,0
house,Independent,Sector 8,1.6,28674.0,,Plot area 62(51.84 sq.m.),4,6,,3,na,Relatively New,559.7228,,559.1408,,0,0,0,0,0,0,0
house,Independent,Sector 7,0.95,21111.0,,Plot area 450(41.81 sq.m.),2,1,,3,na,New Property,452.0838,,450.0,,0,0,0,0,0,0,15
house,Vatika Sovereign Next,Sector 82A,3.85,7500.0,,Built Up area: 5140 (477.52 sq.m.),5,6,,6,na,Undefined,5145.1442,,5140.0,,0,0,0,0,0,0,53
house,Independent,Sector 6,0.66,10784.0,,Plot area 612(56.86 sq.m.),3,2,,2,na,Old,613.5423,,612.0,,0,0,0,0,0,0,36
house,Independent,Sector 104,0.45,12162.0,,Plot area 370(34.37 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4,4,,4,north,Moderately Old,365.9726,,370.0,1500.0,0,0,0,0,0,2,7
house,Independent,Sector 13,1.5,10518.0,,Plot area 1426(132.48 sq.m.),2,2,,3,south-west,Old,1420.8348,,1426.0,,1,0,0,1,0,0,7
house,Independent,Sector 17A,1.52,19869.0,,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),2,2,,1,south-east,Old,764.2369,,105.0,,0,0,0,0,0,0,22
house,Independent,New Gurgaon,1.0,8796.0,,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,,1,north,Old,1076.39,,1082.208,100.0,0,0,0,1,0,0,0
house,Independent,Hira Nagar,1.05,9722.0,,Built Up area: 1080 (100.34 sq.m.),3,2,,1,na,Undefined,1076.39,,1080.0,,0,0,0,0,0,0,0
house,Independent,Sector 4,0.85,7522.0,,Built Up area: 1130 (104.98 sq.m.),3,3,,1,na,Undefined,1130.2095,,1130.0,,0,0,0,0,0,0,0
house,Independent,Sector 7,0.45,5000.0,,Carpet area: 900 (83.61 sq.m.),3,2,,1,na,Undefined,904.1676,,,900.0,0,0,0,0,0,0,0
house,Independent,Sheetla Colony,0.7,7701.0,,Plot area 101(84.45 sq.m.),2,2,,1,north-east,Moderately Old,904.1676,,910.8584,,0,0,0,0,0,2,46
house,Independent,Pratap Nagar,1.4,8235.0,,Built Up area: 1700 (157.94 sq.m.),2,2,,3,na,Relatively New,1700.6962,,1700.0,,0,0,0,0,0,0,0
house,Independent,Sector 39,5.15,14072.0,,Built Up area: 340,5,5,,1,na,Relatively New,3659.726,,3637.9999999999995,,0,0,0,0,0,0,0
house,Independent,Sector 14,6.5,26000.0,,Plot area 2500(232.26 sq.m.),5,5,,4,na,Moderately Old,2497.2248,,2500.0,,0,0,0,0,0,0,0
house,Iffco Nagar And  RWA,Sector 17,3.5,24305.0,,Plot area 1440(133.78 sq.m.),6,5,,3,east,Old,1442.3626,,1440.0,,0,0,0,0,0,0,44
house,Independent,Sector 25,13.5,19286.0,,Built Up area: 7000 (650.32 sq.m.),9,9,,1,east,Relatively New,6996.535,,7000.0,,0,0,0,0,0,0,0
house,Independent,Sector 2,5.7,22634.0,,Plot area 270(225.75 sq.m.),9,9,,3,north-east,Moderately Old,2432.6414,,2434.968,,0,0,0,1,0,2,0
house,Independent,Sector 7,1.75,11111.0,,Plot area 1575(146.32 sq.m.),4,2,,2,na,Old,1571.5294,,1575.0,,0,0,0,0,1,0,31
house,Bhim Garh Kheri,Sector 3,0.75,6410.0,,Plot area 130(108.7 sq.m.),4,2,,2,west,Old,1173.2650999999998,,1172.392,,0,0,0,0,0,0,16
house,Independent,Sector 12,3.5,133079.0,,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8,8,,3,south-east,Relatively New,258.3336,,4800.0,4400.0,1,1,0,1,0,1,77
house,Independent,Sector 3,0.92,15257.0,,Built Up area: 603 (56.02 sq.m.),4,1,,1,na,Undefined,602.7783999999999,,603.0,,0,0,0,0,0,0,0
house,Independent,Farukhnagar,0.52,5778.0,,Plot area 100(83.61 sq.m.),3,2,,2,na,New Property,904.1676,,901.8399999999999,,0,0,0,0,0,0,0
house,Independent,Sector 4,1.1,6111.0,,Plot area 200(167.23 sq.m.),8,4,,2,west,Old,1797.5712999999998,,1803.6799999999998,,0,0,0,0,0,0,7
house,Surendra Homes Dayanand Colony,Sector 6,0.75,15625.0,,Built Up area: 480 (44.59 sq.m.),4,4,,1,na,Undefined,484.3755,,480.0,,0,0,0,0,0,0,0
house,Independent,Sector 4,1.25,78125.0,,Built Up area: 160 (14.86 sq.m.),2,3,,1,na,Undefined,161.4585,,160.0,,0,0,0,0,0,0,0
house,Independent,Sector 10A,4.25,17955.0,,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,,1,north-east,Undefined,2368.058,,2367.0,1800.0,0,0,0,0,0,0,0
house,Independent,Sector 3,0.37,7916.0,,Built Up area: 480 (44.59 sq.m.),1,1,,1,na,Relatively New,484.3755,,480.0,,0,0,0,0,0,0,0
house,DLF The Grove,Sector 54,5.7,211111.0,,Built Up area: 270 (25.08 sq.m.),4,4,,1,na,Undefined,269.0975,,270.0,,0,0,0,0,0,0,46
house,Independent,Sector 104,0.8,80000.0,,Plot area 100(9.29 sq.m.),13,6,,3,south,Moderately Old,96.8751,,100.0,,1,1,0,1,1,0,0
house,Independent,Sector 70A,2.1,35000.0,,Carpet area: 600 (55.74 sq.m.),3,2,,3,na,New Property,602.7783999999999,,,600.0,0,0,0,0,0,0,0
house,Independent,Sector 3 Phase 2,1.1,10000.0,,Built Up area: 1100 (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),5,4,,1,east,Undefined,1097.9178,,1100.0,900.0,0,0,0,0,0,0,0
house,Rk Excelo,Sector 12,0.6,120000.0,,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),5,3,,3,north,Moderately Old,53.8195,,30.0,15.0,0,0,0,0,1,0,0
house,Independent,Sohna Road,1.2,22297.0,,Plot area 50,4,4,,4,west,Old,538.1949999999999,,535.0,,0,0,0,0,0,0,8
house,Independent,Sector 28,4.5,125000.0,,Built Up area: 360 (33.45 sq.m.),4,4,,4,na,Undefined,355.2087,,360.0,,0,0,0,0,0,0,0
house,Independent,Sector 17,3.0,11111.0,,Carpet area: 2700 (250.84 sq.m.),4,4,,1,na,Undefined,2701.7389,,,2700.0,0,0,0,0,0,0,0
house,Vipul Tatvam Villa,Sector 48,8.5,26235.0,,Plot area 360(301.01 sq.m.),4,6,,3,north,Old,3239.9339,,3246.624,,0,1,0,1,1,0,49
house,Independent,Sector 28,0.75,20833.0,,Plot area 40(33.45 sq.m.),7,4,,4,na,Moderately Old,355.2087,,360.736,,0,0,0,0,0,0,7
house,Independent,Sector 12,6.0,315789.0,,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),9,6,,2,north-east,Old,193.7502,,190.0,1600.0,0,0,0,0,0,0,0
house,Independent,Sector 8,0.82,10224.0,,Carpet area: 802 (74.51 sq.m.),4,4,,2,na,Undefined,807.2925,,,802.0,0,0,0,0,0,0,0
house,Independent,Faridabad Road,0.35,3500.0,,Plot area 1000(92.9 sq.m.),1,4,,1,na,Moderately Old,1001.0427,,1000.0,,0,0,0,0,0,0,0
house,Independent,Sector 105,1.15,3285.0,,Carpet area: 3500 (325.16 sq.m.),3,2,,1,na,Undefined,3498.2675,,,3500.0,0,0,0,0,0,0,0
house,Ansal Height Height Api Esencia,Sector 67,1.85,74000.0,,Carpet area: 250 (23.23 sq.m.),3,3,,1,na,Undefined,247.5697,,,250.0,0,0,0,0,0,0,0
house,Anant Raj Estates,Sector 63A,8.5,27139.0,,Plot area 348(290.97 sq.m.),6,6,,3,east,Undefined,3132.2949,,3138.4031999999997,,0,0,1,1,0,0,29
house,Independent,Sector 43,5.75,23662.0,,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4,4,,4,north,New Property,2432.6414,,2344.784,220.0,0,1,1,0,0,1,153
house,Independent,Sector 53,4.65,17574.0,,Plot area 294(245.82 sq.m.),5,5,,1,na,Moderately Old,2647.9194,,2651.4096,,0,0,0,0,0,2,0
house,Independent,Sector 9,0.6,10753.0,,Plot area 62(51.84 sq.m.),3,3,,2,na,Relatively New,559.7228,,559.1408,,0,0,0,0,0,0,0
house,Independent,Sector 13,4.5,9091.0,,Plot area 550(459.87 sq.m.),4,5,,2,east,Old,4951.394,,4960.12,,0,0,0,0,0,0,0
house,Independent,Sector 24,3.2,59259.0,,Plot area 60(50.17 sq.m.),14,14,,6,west,Relatively New,538.1949999999999,,541.104,,0,0,0,0,0,1,15
house,Independent,Sector 4,0.6,105263.0,,Plot area 57(5.3 sq.m.),3,3,,2,na,Old,53.8195,,57.0,,0,0,0,0,1,0,0
house,Hero Homes,Sector 104,1.95,21195.0,,Plot area 920(85.47 sq.m.),3,5,,2,na,Moderately Old,914.9315,,920.0,,0,0,0,0,0,0,64
house,Ganpati Heights Apartment,Sector 13,1.25,151.0,,Plot area 115(7692.86 sq.m.),10,6,,3,south-east,Old,82795.9188,,115.0,,0,0,0,0,1,0,7
house,International City By Sobha Phase,Sector 109,6.1,25103.0,,Plot area 270(225.75 sq.m.),5,6,,2,na,Moderately Old,2432.6414,,2434.968,,0,1,0,0,0,0,30
house,Independent,Sector 6,0.5,13889.0,,Plot area 40(33.45 sq.m.),5,3,,3,na,Old,355.2087,,360.736,,0,0,0,0,0,0,0
house,Independent,Manesar,2.0,14954.0,,Plot area 1337.4(124.25 sq.m.),3,1,,3,north,Moderately Old,1334.7236,,1337.4,,0,0,0,0,0,0,16
house,Housing Board Colony,Sector 28,2.1,23333.0,,Plot area 100(83.61 sq.m.),8,8,,4,south-east,Moderately Old,904.1676,,901.8399999999999,,0,0,0,0,1,2,38
house,Smart World Gems,Sector 89,1.25,8784.0,,Built Up area: 1423 (132.2 sq.m.),3,3,,1,na,New Property,1420.8348,,1423.0,,1,0,0,0,1,0,45
house,Independent,Sector 12,0.65,6500.0,,Carpet area: 1000 (92.9 sq.m.),6,2,,1,na,Undefined,1001.0427,,,1000.0,0,0,0,0,0,0,0
house,Unitech Espace,Sector 50,11.5,35494.0,,Built Up area: 3240 (301.01 sq.m.),5,6,,1,north-west,Undefined,3239.9339,,3240.0,,0,0,0,0,0,0,0
house,Independent,Sector 13,0.9,11464.0,,Plot area 785(72.93 sq.m.),5,4,,3,north-west,Moderately Old,785.7647,,785.0,,1,1,0,1,1,0,0
house,Independent,Sector 4,0.75,11718.0,,Plot area 640(59.46 sq.m.),5,4,,2,na,Moderately Old,635.0701,,640.0,,0,0,0,0,0,0,0
house,Independent,Sector 105,1.3,11555.0,,Plot area 1125(104.52 sq.m.),3,3,,2,north,Moderately Old,1130.2095,,1125.0,,0,0,0,0,0,0,16
house,Shree Krishna Homes,Sector 104,0.48,50000.0,,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,,1,north-east,New Property,75.34729999999999,,795.0,720.0,1,0,0,1,1,0,44
house,Independent,Sector 3,0.68,3874.0,,Built Up area: 1755 (163.04 sq.m.),5,3,,1,na,Undefined,1754.5157,,1755.0,,0,0,0,0,0,0,0
house,Bhim Garh Kheri,Sector 3,1.5,7576.0,,Plot area 220(183.95 sq.m.),7,2,,1,na,Undefined,1980.5576,,1984.048,,0,0,0,0,0,0,0
house,Independent,Sector 105,1.3,11556.0,,Built Up area: 1125 (104.52 sq.m.),3,3,,1,east,Undefined,1130.2095,,1125.0,,0,0,0,0,0,0,0
house,Independent,Sector 9,0.6,10753.0,,Plot area 62(51.84 sq.m.),2,2,,1,north-east,Moderately Old,559.7228,,559.1408,,0,0,0,0,0,0,8
house,Independent,Sector 14,6.5,20635.0,,Plot area 350(292.64 sq.m.),4,4,,2,na,Moderately Old,3153.8227,,3156.44,,0,0,0,0,0,0,0
house,Independent,Sector 15,1.07,11888.0,,Plot area 900(83.61 sq.m.),2,2,,1,na,Old,904.1676,,900.0,,0,1,0,0,0,0,7
house,Independent,Sector 11,2.1,17284.0,,Plot area 135(112.88 sq.m.),6,6,,3,na,Relatively New,1216.3207,,1217.484,,0,0,0,0,0,0,14
house,Independent,Sector 31,4.6,32258.0,,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,,2,east,Undefined,1420.8348,,1426.0,1069.0,0,0,0,0,0,0,0
house,Independent,Sector 3 Phase 2,1.0,11111.0,,Plot area 900(83.61 sq.m.),3,4,,2,na,Relatively New,904.1676,,900.0,,0,0,0,0,0,0,0
house,Independent,Sector 105,1.1,12222.0,,Carpet area: 900 (83.61 sq.m.),6,4,,1,south-west,Undefined,904.1676,,,900.0,0,0,0,0,0,0,0
house,Tulip Yellow,Sector 69,2.95,16389.0,,Plot area 200(167.23 sq.m.),4,3,,3,north,New Property,1797.5712999999998,,1803.6799999999998,,0,0,0,1,1,1,111
house,Huda Housing Board Colony,Sector 31,4.6,31506.0,,Plot area 1460(135.64 sq.m.),6,4,,3,east,Old,1463.8904,,1460.0,,0,0,0,0,1,0,8
house,Independent,Sector 9,0.35,9722.0,,Plot area 40(33.45 sq.m.),2,2,,2,south-east,Old,355.2087,,360.736,,0,0,0,0,0,0,0
house,Laxmi Garden,Sector 11,1.5,12820.0,,Plot area 130(108.7 sq.m.),12,9,,3,east,Relatively New,1173.2650999999998,,1172.392,,1,1,0,1,1,2,106
house,Independent,Sector 24,10.0,229885.0,,Carpet area: 435 (40.41 sq.m.),8,10,,1,west,Undefined,430.556,,,435.0,0,0,0,0,0,0,0
house,Ansal Height Height Celebrity Homes,Sector 2,5.2,10000.0,,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),4,5,,1,na,Undefined,5198.9637,,5200.0,4000.0,0,0,0,0,0,0,0
house,Independent,Sector 4,0.4,8889.0,,Plot area 50(41.81 sq.m.),1,1,,1,na,Moderately Old,452.0838,,450.91999999999996,,0,0,0,0,0,0,0
house,Shri Shyam Residency,Sector 104,0.62,12400.0,,Plot area 500(46.45 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),3,3,,2,na,Moderately Old,495.1394,,900.0,480.0,0,0,0,0,1,1,8
house,Independent,Sector 4,0.5,9259.0,,Plot area 540(50.17 sq.m.),5,3,,3,west,Old,538.1949999999999,,540.0,,0,0,0,0,0,0,0
house,Independent,Sector 50,5.0,232.0,,Plot area 2(1011.71 sq.m.),6,5,,2,na,New Property,215966.8896,,2.0,,1,1,0,1,1,2,0
house,Independent,Sector 4,0.92,15257.0,,Plot area 67(56.02 sq.m.),4,4,,4,east,Moderately Old,602.7783999999999,,604.2328,,0,0,0,0,1,0,0
house,Independent,Sector 17,3.5,218750.0,,Built Up area: 160 (14.86 sq.m.),6,6,,3,north-west,Undefined,161.4585,,160.0,,0,0,0,0,0,0,0
house,Independent,Sector 4,0.8,54794.0,,Plot area 146(13.56 sq.m.),5,4,,3,na,New Property,150.69459999999998,,146.0,,0,0,0,0,0,0,0
house,Independent,Sohna Road,1.5,14245.0,,Plot area 117(97.83 sq.m.),2,3,,1,north,New Property,1054.8622,,1055.1528,,1,0,0,1,0,2,69
house,Independent,Sector 103,2.25,6367.0,,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,5,,10,south,Undefined,3530.5592,,3534.0,2000.0,0,0,0,0,0,0,0
house,Independent,Sector 25,13.5,37313.0,,Plot area 402(336.12 sq.m.),5,6,,4,north-east,Old,3616.6704,,3625.3968,,0,0,0,0,1,2,79
house,Independent,Sector 13,0.5,90909.0,,Plot area 55(5.11 sq.m.),12,4,,4,na,Old,53.8195,,55.0,,0,0,0,0,0,0,15
house,Mian Wali,Sector 12,1.7,9444.0,,Plot area 1800(167.23 sq.m.),1,1,,1,na,Old,1797.5712999999998,,1800.0,,0,1,0,0,0,0,7
house,Independent,Sector 7,0.45,5000.0,,Plot area 900(83.61 sq.m.),3,2,,2,north-west,Old,904.1676,,900.0,,0,0,0,0,1,0,12
house,Independent,Sector 105,1.2,10122.0,,Plot area 1185.51(110.14 sq.m.),6,2,,2,north-west,Old,1184.029,,1185.51,,0,0,0,0,0,0,9
house,Independent,Sector 15,1.8,10000.0,,Plot area 200(167.23 sq.m.),4,3,,1,north-east,Old,1797.5712999999998,,1803.6799999999998,,0,0,0,0,0,0,16
house,Independent,Sector 67,1.5,8642.0,,Carpet area: 180 (150.5 sq.m.),5,3,,2,na,New Property,1625.3489,,,180.0,0,0,0,0,0,0,0
house,Palam Vihar Extension West Zone RWA,Sector 2,0.35,6481.0,,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),2,2,,1,north-east,New Property,602.7783999999999,,600.0,540.0,0,0,0,0,0,0,0
house,Independent,Sector 3,0.55,6707.0,,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,,2,south-east,Moderately Old,818.0563999999999,,810.0,715.0,0,0,0,0,0,0,0
house,Huda Plot,Sector 38,4.3,245398.0,,Plot area 163(15.14 sq.m.)Built Up area: 145 sq.ft. (13.47 sq.m.),13,13,,5,north-west,Relatively New,161.4585,,145.0,,0,0,0,0,0,1,7
house,Independent,Sector 4,0.4,9259.0,,Plot area 432(40.13 sq.m.),1,1,,1,na,Moderately Old,430.556,,432.0,,0,0,0,0,0,0,0
house,Independent,Sector 67,3.0,11904.0,,Carpet area: 2520 (234.12 sq.m.),4,4,,3,north-east,Undefined,2518.7526,,,2520.0,0,0,0,0,0,0,0
house,Row House,Sector 105,0.43,9135.0,,Plot area 52(43.48 sq.m.)Built Up area: 1050 sq.yards (877.93 sq.m.),3,3,,2,na,Relatively New,462.8477,,1050.0,,0,0,0,0,0,0,0
house,Independent,Sector 8,0.32,7111.0,,Built Up area: 450 (41.81 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,3,,1,north-east,Relatively New,452.0838,,450.0,300.0,0,0,0,0,0,0,0
house,Independent,Sector 4,0.47,8012.0,,Plot area 624(57.97 sq.m.),2,1,,1,east,Moderately Old,624.3062,,624.0,,0,0,1,0,0,0,0
house,Ardee City,Sector 52,5.5,183333.0,,Plot area 300(27.87 sq.m.),9,9,,3,south,Moderately Old,301.3892,,300.0,,0,1,0,1,1,2,26
house,Madan Puri,Sector 7,0.75,12500.0,,Plot area 600(55.74 sq.m.),3,5,,3,south-east,Moderately Old,602.7783999999999,,600.0,,0,0,0,0,0,0,0
house,Independent,Surat Nagar,0.71,10142.0,,Plot area 700(65.03 sq.m.),4,2,,2,na,New Property,699.6535,,700.0,,0,0,0,0,0,0,0
house,Indiabulls Centrum Park,Sector 103,3.25,8125.0,,Plot area 4000(371.61 sq.m.),4,3,,20,na,New Property,4004.1708,,4000.0,,0,0,0,0,0,0,51
house,Jacobpura,Sector 12,0.52,14583.0,,Plot area 360(33.45 sq.m.),4,4,,3,east,Relatively New,355.2087,,360.0,,0,0,0,0,0,0,0
house,Huda Flats,Sector 7,2.3,17037.0,,Plot area 150(125.42 sq.m.),5,3,,3,north-east,Old,1345.4875,,1352.76,,1,1,0,1,0,0,27
house,Independent,Sector 13,1.5,11538.0,,Plot area 1300(120.77 sq.m.),10,7,,4,east,Moderately Old,1302.4319,,1300.0,,0,0,0,0,0,0,0
house,Independent,Sector 12,1.35,12222.0,,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),5,5,,3,na,Old,1345.4875,,2052.0,,0,0,0,0,0,0,31
house,Independent,Sector 6,1.25,11574.0,,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5,5,,2,south,New Property,1076.39,,1082.208,,0,0,0,1,0,0,0
house,DLF City Plots Phase,Sector 24,1.44,26667.0,,Plot area 60(50.17 sq.m.),4,2,,1,na,Old,538.1949999999999,,541.104,,0,0,0,0,0,0,8
house,Naman Residency,Sector 4,0.5,11111.0,,Plot area 450(41.81 sq.m.),2,2,,2,west,New Property,452.0838,,450.0,,1,1,0,1,1,0,14
house,Independent,Sector 2,1.0,8230.0,,Plot area 135(112.88 sq.m.),9,7,,3,north,Moderately Old,1216.3207,,1217.484,,0,0,0,1,0,0,0
house,Independent,Sector 23,5.5,13095.0,,Plot area 4200(390.19 sq.m.),9,9,,3,south,Moderately Old,4197.921,,4200.0,,0,1,0,0,1,2,0
house,Housing Board Colony,Sector 28,5.5,30556.0,,Plot area 200(167.23 sq.m.),4,3,,2,north,Old,1797.5712999999998,,1803.6799999999998,,0,0,0,1,1,2,22
house,Independent,Sector 4,0.8,11852.0,,Plot area 75(62.71 sq.m.),5,3,,2,na,Moderately Old,678.1256999999999,,676.38,,0,0,0,0,0,0,0
house,Independent,Sector 11,0.9,10000.0,,Plot area 900(83.61 sq.m.),7,4,,4,na,Moderately Old,904.1676,,900.0,,0,0,0,0,0,0,7
house,Independent,Sector 47,4.3,29311.0,,Plot area 163(136.29 sq.m.),6,4,,2,na,Moderately Old,1463.8904,,1469.9992,,0,0,0,0,1,0,0
house,Sai Kripa Floors,Sector 11,0.9,11250.0,,Plot area 800(74.32 sq.m.),5,5,,3,na,Relatively New,796.5286,,800.0,,0,0,0,0,0,0,0
house,Independent,Sector 24,3.25,30384.0,,Plot area 1069.63(99.37 sq.m.),4,4,,3,na,Old,1065.6261,,1069.63,,0,0,0,0,0,0,15
house,Independent,Sector 12,3.71,19818.0,,Plot area 208(173.91 sq.m.),3,3,,4,na,Moderately Old,1872.9186,,1875.8272,,0,0,0,1,0,0,0
house,DLF City Plot Phase,Sector 28,13.0,1992.0,,Carpet area: 7250 (6061.92 sq.m.),10,10,,1,na,Undefined,65250.7618,,,7250.0,0,0,0,0,0,0,0
