property_type,society,sector,price_in_cr,price_per_sqft,area_in_sqft,areawithtype,bedroom,bathroom,balcony,floornum,facing,agepossession,area_in_sq_ft,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,Independent,Sector 2,0.4,7619.0,,Carpet area: 525 (48.77 sq.m.),2,2,,1,na,Relatively New,527.4311,,,525.0,0,0,0,0,0,0,0
house,Independent,Sector 105,0.55,98214.0,,Built Up area: 56 (5.2 sq.m.),4,4,,2,na,Undefined,53.8195,,56.0,,0,0,0,0,0,0,0
house,Rattan Garden,Sector 7,1.3,13499.0,,Built Up area: 963 (89.47 sq.m.),5,3,,3,na,Old,957.9871,,963.0,,0,0,0,0,0,0,0
house,Signature Global City,Sector 92,0.75,7820.0,,Built Up area: 959 (89.09 sq.m.),2,2,,1,na,Undefined,957.9871,,959.0,,0,0,0,0,0,0,59
house,Independent,Sohna Road,1.55,14720.0,,Plot area 117(97.83 sq.m.),2,3,,1,north,New Property,1054.8622,,1055.1528,,1,0,0,1,0,2,49
house,Independent,Sector 17,0.32,5664.0,,Built Up area: 565 (52.49 sq.m.),5,1,,1,na,Undefined,559.7228,,565.0,,0,0,0,0,0,0,0
house,Independent,Sector 11,4.0,19753.0,,Built Up area: 225 (188.13 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5,4,,2,north-east,Undefined,2023.6132,,2029.1399999999999,180.0,0,0,0,0,0,0,0
house,Independent,Sector 105,0.38,76000.0,,Carpet area: 50 (4.65 sq.m.),2,2,,1,na,Undefined,53.8195,,,50.0,0,0,0,0,0,0,0
house,Unitech Escape,Sector 50,12.0,37037.0,,Carpet area: 360 (301.01 sq.m.),5,6,,3,east,Undefined,3239.9339,,,360.0,0,0,0,0,0,0,66
house,Project Housing Board Colony,Sector 31,8.0,63492.0,,Built Up area: 140 (117.06 sq.m.),2,1,,1,na,Undefined,1259.3763,,1262.576,,0,0,0,0,0,0,0
house,Independent,Sector 8,0.45,9000.0,,Carpet area: 500 (46.45 sq.m.),1,1,,3,east,Undefined,495.1394,,,500.0,0,0,0,0,0,0,0
house,Independent,Sector 11,1.2,4444.0,,Built Up area: 300 (250.84 sq.m.),7,3,,3,na,Undefined,2701.7389,,2705.52,,0,0,0,0,0,0,0
house,Bhim Nagar Society,Sector 6,0.4,2500.0,,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4,2,,1,east,Undefined,1603.8211,,1600.0,800.0,0,0,0,0,0,0,0
house,Independent,Sector 3,1.0,6667.0,,Built Up area: 1500 (139.35 sq.m.),1,1,,1,na,Undefined,1496.1821,,1500.0,,0,0,0,0,0,0,0
house,Independent,Sector 4,0.7,6648.0,,Built Up area: 117 (97.83 sq.m.),3,3,,1,na,Undefined,1054.8622,,1055.1528,,0,0,0,0,0,0,0
house,Shivaji Nagar Residential,Sector 11,3.08,11407.0,,Built Up area: 2700 (250.84 sq.m.),6,4,,1,na,Undefined,2701.7389,,2700.0,,0,0,0,0,0,0,0
house,Independent,Sector 56,2.95,20233.0,,Built Up area: 162 (135.45 sq.m.),2,2,,1,north,Undefined,1453.1265,,1460.9808,,0,0,0,0,0,0,0
house,Unitech Uniworld Resorts,Sector 33,8.0,17778.0,,Built Up area: 500 (418.06 sq.m.),6,5,,4,na,Undefined,4499.3102,,4509.2,,0,0,0,0,0,0,0
house,Vatika India Next,Sector 82,6.5,20062.0,,Built Up area: 360 (301.01 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,3,,2,na,Undefined,3239.9339,,3246.624,300.0,0,0,0,0,0,0,0
house,Independent,Sector 7,3.0,11494.0,,Built Up area: 2610 (242.48 sq.m.),7,7,,3,na,Undefined,2604.8638,,2610.0,,0,0,0,0,0,0,0
house,Raj Villas,Sector 52,8.0,25543.0,,Carpet area: 348 (290.97 sq.m.),6,5,,4,east,Undefined,3132.2949,,,348.0,0,0,0,0,0,0,0
house,Independent,Sector 12,2.75,12343.0,,Built Up area: 2228 (206.99 sq.m.),6,6,,2,na,Undefined,2228.1273,,2228.0,,0,0,0,0,0,0,0
house,Independent,Sector 7,2.25,16892.0,,Built Up area: 148 (123.75 sq.m.),5,3,,2,na,Undefined,1334.7236,,1334.7232,,0,0,0,0,0,0,0
house,Independent,Sector 28,1.45,8000.0,,Built Up area: 1800 (167.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,2,,1,north,Relatively New,1797.5712999999998,,1800.0,900.0,0,0,0,0,0,0,0
house,Independent,Lajpat Nagar,3.5,17500.0,,Plot area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3,3,,2,north-east,Undefined,2195.8356,,2000.0,,0,0,0,0,0,0,0
house,Independent,Sohna Road,0.82,3904.0,,Carpet area: 2100 (195.1 sq.m.),3,2,,1,north,Undefined,2098.9605,,,2100.0,0,0,0,0,0,0,0
house,Sobha City,Sector 108,10.5,14323.0,,Built Up area: 7331 (681.07 sq.m.),5,4,,1,east,Undefined,7330.2159,,7331.0,,0,0,0,0,0,0,59
house,Independent,Sector 12,0.38,4222.0,,Plot area 900(83.61 sq.m.),3,3,,3,na,Relatively New,904.1676,,900.0,,0,0,0,0,0,0,0
house,Unitech Uniworld Resorts,Sector 33,10.0,181818.0,,Plot area 550(51.1 sq.m.),5,6,,4,north-east,New Property,548.9589,,550.0,,1,1,0,0,0,0,26
house,Independent,Sector 47,4.6,26620.0,,Plot area 192(160.54 sq.m.),7,6,,4,na,Moderately Old,1732.9879,,1731.5328,,0,0,0,0,0,1,51
house,Independent,Sohna Road,0.5,5555.0,,Plot area 900(83.61 sq.m.),2,1,,1,na,Moderately Old,904.1676,,900.0,,0,0,0,0,0,0,0
house,Independent,Sector 39,7.0,10000.0,,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,,4,south-east,Relatively New,355.2087,,7000.0,,0,0,0,1,0,2,38
house,Independent,Sector 39,1.6,17937.0,,Plot area 892(82.87 sq.m.),1,1,,2,na,Old,893.4037,,892.0,,0,0,0,0,0,0,40
house,Independent,Sector 17,0.29,3254.0,,Plot area 891(82.78 sq.m.),2,1,,0,west,Old,893.4037,,891.0,,0,0,0,0,0,0,0
house,Nirmal Enclave Maruti Kunj Road,Sector 11,0.24,5333.0,,Plot area 450(41.81 sq.m.),2,2,,2,north,Relatively New,452.0838,,450.0,,0,0,0,0,0,0,0
house,Independent,Manohar Nagar,0.55,4583.0,,Carpet area: 1200 (111.48 sq.m.),2,2,,2,north-east,Undefined,1194.7929,,,1200.0,0,0,0,0,0,0,0
house,Ansal Height Heights Palam Vihar,Sector 2,5.0,12500.0,,Built Up area: 4000 (371.61 sq.m.),6,4,,3,na,Undefined,4004.1708,,4000.0,,0,0,0,0,0,0,0
house,Independent,Sector 39,1.8,21875.0,,Plot area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),1,1,,3,north-east,Relatively New,904.1676,,800.0,720.0,0,0,0,0,0,0,0
house,Independent,Sector 11,1.8,8078.0,,Carpet area: 2228 (206.99 sq.m.),8,5,,1,south,Undefined,2228.1273,,,2228.0,0,0,0,0,0,0,0
house,Independent,Sector 11,0.44,4251.0,,Carpet area: 115 (96.15 sq.m.),3,2,,1,na,Relatively New,1033.3344,,,115.0,0,0,0,1,1,0,46
house,Rattan Garden,Sector 7,0.83,17584.0,,Carpet area: 472 (43.85 sq.m.),5,3,,3,east,Undefined,473.6116,,,472.0,0,0,0,0,0,0,0
house,Greenopolis,Sector 89,0.7,5397.0,,Built Up area: 1297 (120.5 sq.m.),2,2,,14,north-east,Undefined,1302.4319,,1297.0,,0,0,0,0,0,0,0
house,Independent,Sector 2,0.98,9074.0,,Carpet area: 120 (100.34 sq.m.),9,4,,1,south,Undefined,1076.39,,,120.0,0,0,0,0,0,0,0
house,Vipul World,Sector 48,3.35,5583.0,,Built Up area: 6000 (557.42 sq.m.),6,5,,3,south,Undefined,5995.4923,,6000.0,,0,0,0,0,0,0,53
house,Independent,Sector 4,0.48,3519.0,,Built Up area: 1350 (125.42 sq.m.),3,4,,3,na,Undefined,1345.4875,,1350.0,,0,0,0,0,0,0,0
house,Independent,Sector 7,1.2,11194.0,,Built Up area: 1072 (99.59 sq.m.),5,4,,3,na,Undefined,1076.39,,1072.0,,0,0,0,0,0,0,0
house,Independent,Sector 13,9.0,100000.0,,Plot area 900(83.61 sq.m.),10,5,,4,na,Old,904.1676,,900.0,,0,0,0,0,0,0,0
house,Spaze Privy,Sector 72,3.09,6981.0,,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),5,5,,14,east,Relatively New,3648.9621,,3653.0,2922.0,0,1,0,0,0,2,33
house,Satya The Hermitage,Sector 103,3.15,6702.0,,Built Up area: 4700 (436.64 sq.m.),4,5,,12,east,Undefined,4703.8243,,4700.0,,0,0,0,0,0,0,61
house,Independent,Sector 12,1.7,9444.0,,Built Up area: 200 (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),3,3,,1,na,Undefined,1797.5712999999998,,1803.6799999999998,180.0,0,0,0,0,0,0,0
house,Independent,Sector 1,4.75,10556.0,,Built Up area: 4500 (418.06 sq.m.),6,7,,4,na,Undefined,4499.3102,,4500.0,,0,0,0,0,0,0,0
house,Independent,Sector 9,1.65,18333.0,,Built Up area: 900 (83.61 sq.m.),2,3,,3,na,Undefined,904.1676,,900.0,,0,0,0,0,0,0,0
house,Sare Crescent Parc Royal Greens Phase,Sector 92,0.85,4877.0,,Built Up area: 1743 (161.93 sq.m.),4,4,,4,na,Undefined,1743.7518,,1743.0,,0,0,0,0,0,0,0
house,Independent,Sohna Road,2.0,7479.0,,Built Up area: 2674 (248.42 sq.m.),4,3,,1,north,Undefined,2669.4472,,2674.0,,0,0,0,0,0,0,0
house,Independent,Sector 105,0.74,7400.0,,Built Up area: 1000 (92.9 sq.m.),3,3,,2,na,Undefined,1001.0427,,1000.0,,0,0,0,0,0,0,0
house,Independent,Sector 1,1.85,16003.0,,Carpet area: 1156 (107.4 sq.m.),4,3,,3,na,Undefined,1151.7373,,,1156.0,0,0,0,0,0,0,0
house,Independent,Sector 3 Phase 2,0.4,8000.0,,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,,1,south,Undefined,495.1394,,500.0,300.0,0,0,0,0,0,0,0
house,Independent,Sector 3 Phase 2,0.85,9444.0,,Carpet area: 900 (83.61 sq.m.),5,3,,1,na,Undefined,904.1676,,,900.0,0,0,0,0,0,0,0
house,Independent,Sector 7,0.69,9103.0,,Built Up area: 758 (70.42 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1,1,,2,na,Undefined,753.473,,758.0,500.0,0,0,0,0,0,0,0
house,Anshul,Sector 6,0.85,7727.0,,Carpet area: 1100 (102.19 sq.m.),2,2,,4,north-east,Undefined,1097.9178,,,1100.0,0,0,0,0,0,0,0
house,Independent,Sector 12,1.4,8702.0,,Plot area 166(138.8 sq.m.),2,2,,2,north-east,Old,1496.1821,,1497.0544,,0,0,0,0,0,0,0
house,Shivpuri,Sector 7,2.4,8889.0,,Plot area 300(250.84 sq.m.),10,5,,2,north,Old,2701.7389,,2705.52,,1,1,0,1,0,0,8
house,Independent,Sector 43,3.35,26973.0,,Plot area 138(115.39 sq.m.),1,1,,1,east,Old,1237.8485,,1244.5392,,0,0,0,0,0,0,9
house,Independent,Sector 50,7.0,32407.0,,Built Up area: 240 (200.67 sq.m.),3,2,,1,na,Undefined,2163.5439,,2164.416,,0,0,0,0,0,0,0
house,Independent,Sector 41,1.65,13750.0,,Built Up area: 1200 (111.48 sq.m.),1,1,,1,na,Undefined,1194.7929,,1200.0,,0,0,0,0,0,0,0
house,Independent,Sector 3,0.6,6000.0,,Built Up area: 1000 (92.9 sq.m.),1,1,,1,na,Undefined,1001.0427,,1000.0,,0,0,0,0,0,0,0
house,Independent,Sector 7,2.43,14890.0,,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4,4,,3,south-west,Old,1636.1128,,345.0,,1,0,1,1,0,0,38
house,Independent,Sector 3,3.5,9210.0,,Built Up area: 3800 (353.03 sq.m.),1,1,,1,na,Undefined,3799.6567,,3800.0,,0,0,0,0,0,0,0
house,Independent,Sector 110,0.34,6800.0,,Built Up area: 500 (46.45 sq.m.),1,1,,1,na,Undefined,495.1394,,500.0,,0,0,0,0,0,0,0
house,Independent,Sector 6,0.75,10518.0,,Plot area 713(66.24 sq.m.),6,4,,3,na,Moderately Old,710.4173999999999,,713.0,,0,0,0,0,0,0,62
house,Independent,Sector 3,0.55,7333.0,,Built Up area: 750 (69.68 sq.m.),1,1,,1,na,Undefined,753.473,,750.0,,0,0,0,0,0,0,0
house,Independent,Sector 28,0.7,8101.0,,Plot area 864(80.27 sq.m.),4,2,,2,north,Old,861.112,,864.0,,0,0,0,0,0,0,7
house,Independent,Sohna Road,6.25,6944.0,,Plot area 1000(836.13 sq.m.),3,3,,1,na,Moderately Old,8998.6204,,9018.4,,0,0,0,0,0,0,0
house,Independent,Sector 12,1.2,14184.0,,Plot area 846(78.6 sq.m.)Built Up area: 846 sq.ft. (78.6 sq.m.),4,4,,2,north,Relatively New,850.3480999999999,,846.0,,0,0,0,1,0,2,7
house,Independent,Sohna Road,0.49,4260.0,,Plot area 1150(106.84 sq.m.),2,2,,3,na,New Property,1151.7373,,1150.0,,0,0,0,0,0,0,0
house,SS Residency Residency Omnia,Sector 86,0.42,84000.0,,Plot area 50(4.65 sq.m.),5,3,,3,na,Relatively New,53.8195,,50.0,,0,0,0,0,0,0,0
house,Independent,Sector 36,0.75,6938.0,,Built Up area: 1081 (100.43 sq.m.),3,1,,1,na,Undefined,1076.39,,1081.0,,0,0,0,0,0,0,0
house,Independent,Sector 11,3.5,15555.0,,Built Up area: 2250 (209.03 sq.m.),10,1,,1,na,New Property,2249.6551,,2250.0,,0,0,0,0,0,0,0
house,Independent,Sector 26,4.5,33333.0,,Plot area 150(125.42 sq.m.),5,5,,2,na,Old,1345.4875,,1352.76,,0,0,0,0,0,0,7
house,Independent,Sector 37D,1.16,7539.0,,Built Up area: 1535 (142.61 sq.m.),1,1,,1,na,Undefined,1539.2377,,1535.0,,0,0,0,0,0,0,0
house,Independent,Sector 3,0.9,10000.0,,Plot area 900(83.61 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.),3,4,,3,na,Moderately Old,904.1676,,3500.0,,0,0,0,0,1,2,42
house,Suncity Avenue,Sector 76,0.75,10067.0,,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),2,2,,11,north-east,New Property,742.7090999999999,,745.0,,0,0,0,0,0,0,40
house,Sheetla Enclave,Sector 5,0.96,10000.0,,Plot area 945(87.79 sq.m.),7,4,,3,na,Moderately Old,947.2232,,945.0,,0,0,1,1,0,2,0
house,Sneh Vihar,Sohna Road,1.35,10000.0,,Plot area 1350(125.42 sq.m.),5,5,,4,na,Relatively New,1345.4875,,1350.0,,0,0,0,0,0,0,0
house,Independent,Sector 4,0.65,13000.0,,Plot area 500(46.45 sq.m.),2,1,,3,east,Moderately Old,495.1394,,500.0,,0,0,0,0,0,0,7
house,Independent,Sector 24,11.0,28898.0,,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8,11,,3,east,Old,3810.4206,,5000.0,,1,1,0,1,1,2,39
house,Adani Brahma Samsara,Sector 60,18.02,28200.0,,Built Up area: 6390 (593.65 sq.m.),9,12,,3,north-east,Relatively New,6393.7566,,6390.0,,0,1,0,0,0,2,146
house,Independent,Sector 36,0.66,7168.0,,Built Up area: 823 (76.46 sq.m.),2,2,,4,na,New Property,818.0563999999999,,823.0,,0,0,0,0,0,0,0
house,Independent,Sector 14,4.6,20444.0,,Built Up area: 2250 (209.03 sq.m.),1,1,,1,na,Undefined,2249.6551,,2250.0,,0,0,0,0,0,0,0
house,Independent,Sector 43,1.9,35185.0,,Plot area 60(50.17 sq.m.)Built Up area: 60 sq.yards (50.17 sq.m.),3,3,,3,na,Old,538.1949999999999,,541.104,,0,0,0,0,0,1,0
house,Signature Global City,Sector 63,1.5,6289.0,,Built Up area: 2385 (221.57 sq.m.),3,3,,1,na,New Property,2389.5858,,2385.0,,0,0,0,0,0,0,59
house,Independent,Sector 11,2.5,17857.0,,Plot area 1400(130.06 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.),5,4,,1,east,Old,1399.307,,1850.0,,0,0,1,0,0,0,0
house,Independent,Daulatabad,0.7,7000.0,,Built Up area: 1000 (92.9 sq.m.)Carpet area: 509 sq.ft. (47.29 sq.m.),2,2,,5,north-east,Undefined,1001.0427,,1000.0,509.0,0,0,0,0,0,0,0
house,Rattan Vihar Rajendra Park,Dwarka Expressway,0.85,14166.0,,Plot area 600(55.74 sq.m.),5,5,,4,na,New Property,602.7783999999999,,600.0,,0,0,0,0,0,0,0
house,Suncity Township,Sector 54,2.0,30968.0,,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9,9,,11,north,Relatively New,645.834,,642.0,59.0,0,1,0,0,0,1,7
house,Independent,Sector 2,0.7,7777.0,,Built Up area: 900 (83.61 sq.m.),1,1,,1,na,Undefined,904.1676,,900.0,,0,0,0,0,0,0,0
house,Independent,Sector 7,0.89,18658.0,,Plot area 477(44.31 sq.m.),5,3,,2,east,Old,473.6116,,477.0,,0,0,0,0,0,0,8
house,Independent,Sector 69,0.8,10484.0,,Built Up area: 763 (70.89 sq.m.),1,1,,1,na,Undefined,764.2369,,763.0,,0,0,0,0,0,0,0
house,Independent,Golf Course Road,1.6,160000.0,,Plot area 100(9.29 sq.m.),3,2,,41,na,Relatively New,96.8751,,100.0,,0,0,0,0,0,0,0
house,Independent,Sector 81,0.89,8127.0,,Built Up area: 1095 (101.73 sq.m.),1,1,,1,na,Undefined,1097.9178,,1095.0,,0,0,0,0,0,0,0
house,Independent,Sector 108,1.34,5000.0,,Built Up area: 2680 (248.98 sq.m.),1,1,,1,na,Undefined,2680.2111,,2680.0,,0,0,0,0,0,0,0
house,Independent,Sector 12,1.7,8000.0,,Built Up area: 2000 (185.81 sq.m.),5,5,,3,na,Moderately Old,2002.0854,,2000.0,,0,0,0,1,1,0,9
house,Independent,Sector 39,0.34,7555.0,,Built Up area: 450 (41.81 sq.m.),1,1,,1,na,Undefined,452.0838,,450.0,,0,0,0,0,0,0,0
house,Independent,Sector 105,9.9,49500.0,,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,,3,north,Undefined,2002.0854,,2000.0,1800.0,0,0,0,0,0,0,0
house,Ashok Vihar Phase Iii Extension,Sector 3,0.4,8889.0,,Plot area 50(41.81 sq.m.),7,4,,4,na,New Property,452.0838,,450.91999999999996,,0,0,0,1,0,0,7
house,Independent,Sector 43,2.15,13030.0,,Built Up area: 1650 (153.29 sq.m.),1,1,,1,na,Undefined,1646.8767,,1650.0,,0,0,0,0,0,0,0
house,Ansal Height Height,Sector 43,1.85,308333.0,,Plot area 60(5.57 sq.m.),8,8,,5,north-west,Relatively New,64.5834,,60.0,,0,0,0,0,0,0,53
house,Independent,West Sector 13,0.46,7302.0,,Plot area 70(58.53 sq.m.),6,3,,3,na,Moderately Old,635.0701,,631.288,,0,0,0,0,0,0,0
house,Independent,Sector 3,0.8,8155.0,,Plot area 109(91.14 sq.m.),5,4,,2,na,Moderately Old,979.5149,,983.0056,,0,0,0,0,0,0,0
house,Independent,Sector 24,2.6,24074.0,,Plot area 120(100.34 sq.m.),4,4,,4,na,Relatively New,1076.39,,1082.208,,1,0,1,1,0,1,0
house,Project Mianwali Colony,Sector 12,2.0,14815.0,,Built Up area: 1350 (125.42 sq.m.),5,5,,3,east,Undefined,1345.4875,,1350.0,,0,0,0,0,0,0,0
house,Independent,Sector 17A,3.87,5160.0,,Plot area 1623(150.78 sq.m.)Built Up area: 7500 sq.ft. (696.77 sq.m.),19,17,,5,north-west,Relatively New,1625.3489,,7500.0,,1,0,1,0,0,0,68
house,Independent,Acharya Puri,2.25,9615.0,,Plot area 260(217.39 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 245 sq.yards (204.85 sq.m.),3,2,,1,north-east,Old,2335.7663,,2254.6,245.0,0,1,0,1,0,0,8
house,Nitin Vihar,Sector 33,0.85,9444.0,,Plot area 900(83.61 sq.m.),3,2,,1,west,Relatively New,904.1676,,900.0,,0,0,0,0,0,0,15
house,Independent,Sector 15,10.0,22222.0,,Plot area 502(419.74 sq.m.),5,5,,2,east,Old,4520.838,,4527.2368,,0,0,0,0,0,0,49
house,Independent,Sector 24,3.5,32407.0,,Plot area 120(100.34 sq.m.),5,4,,3,north-west,Old,1076.39,,1082.208,,0,0,0,0,0,0,15
house,Independent,Sector 4,0.55,6813.0,,Built Up area: 75,2,1,,1,na,Moderately Old,807.2925,,802.5,,0,0,0,0,0,0,0
house,Independent,Sector 28,1.39,11583.0,,Plot area 540(50.17 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,,3,north-east,Old,538.1949999999999,,1450.0,1200.0,0,0,1,0,0,0,37
house,Independent,Sector 12,0.7,6034.0,,Plot area 1160(107.77 sq.m.),3,3,,1,north-east,Relatively New,1162.5012,,1160.0,,0,0,0,0,0,0,23
house,Independent,Sector 8,0.59,10085.0,,Plot area 585(54.35 sq.m.),2,2,,2,na,Moderately Old,581.2506,,585.0,,0,0,0,0,1,0,7
house,Independent,Sector 53,4.0,17778.0,,Plot area 250(209.03 sq.m.),5,5,,3,na,Relatively New,2249.6551,,2254.6,,1,0,0,0,0,0,23
house,Independent,Sector 50,12.5,40611.0,,Plot area 342(285.96 sq.m.),6,5,,4,east,Moderately Old,3078.4754,,3084.2927999999997,,1,1,0,1,0,2,23
house,U Block DLF Phase  Road No,Sector 24,1.6,29630.0,,Plot area 60(50.17 sq.m.),7,5,,4,na,Old,538.1949999999999,,541.104,,0,0,0,0,0,0,0
house,DLF City Plots Phase,Sector 24,1.6,29629.0,,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),8,5,,4,east,Old,538.1949999999999,,540.0,500.0,0,0,0,0,0,0,8
house,Independent,Sector 12,2.9,10740.0,,Plot area 2700(250.84 sq.m.),7,7,,2,south-west,Old,2701.7389,,2700.0,,0,0,0,0,0,0,7
house,Palam Vihar Extension West Zone RWA,Sector 2,0.4,4444.0,,Plot area 900(83.61 sq.m.),6,4,,2,west,Moderately Old,904.1676,,900.0,,0,0,0,0,0,0,36
house,Independent,Sector 39,1.7,17980.0,,Plot area 900(83.61 sq.m.),2,2,,3,na,Moderately Old,904.1676,,900.0,,0,1,1,0,0,0,45
house,Cloudnine Cottages,Sohna Road,5.5,55000.0,,Plot area 1000(92.9 sq.m.),3,3,,1,na,Moderately Old,1001.0427,,1000.0,,0,0,0,0,0,0,0
house,SS Residency Residency Aaron Ville,Sector 49,6.75,19737.0,,Plot area 380(317.73 sq.m.),5,4,,2,north,Old,3422.9202,,3426.9919999999997,,1,1,1,0,0,0,78
house,Independent,Sohna Road,5.5,5093.0,,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3,3,,2,west,Moderately Old,10796.1917,,3500.0,,1,1,0,1,1,0,49
house,Landmark House,Sector 43,2.75,25463.0,,Plot area 120(100.34 sq.m.),3,3,,2,south-east,Moderately Old,1076.39,,1082.208,,0,0,0,1,0,0,21
house,Independent,Sector 7,0.27,12000.0,,Plot area 225(20.9 sq.m.),2,2,,2,north-east,Moderately Old,226.0419,,225.0,,0,0,0,0,0,0,12
house,Independent,Sector 3,0.7,7007.0,,Plot area 111(92.81 sq.m.),2,3,,1,north,Relatively New,1001.0427,,1001.0423999999999,,0,0,1,1,0,0,29
house,Independent,Sohna Road,0.95,8920.0,,Plot area 1065(98.94 sq.m.),10,10,,3,na,New Property,1065.6261,,1065.0,,0,0,0,0,0,0,0
house,Independent,Sector 26,8.1,35294.0,,Plot area 255(213.21 sq.m.),5,5,,4,east,Old,2292.7107,,2299.692,,0,0,0,0,0,0,42
house,International City By Sobha Phase,Sector 109,7.0,12963.0,,Plot area 600(501.68 sq.m.),4,4,,2,west,Relatively New,5403.4778,,5411.04,,0,0,0,0,0,2,102
house,Independent,Sector 104,0.6,5128.0,,Plot area 130(108.7 sq.m.),7,3,,2,north,Moderately Old,1173.2650999999998,,1172.392,,0,0,0,0,0,0,0
house,Palam Vihar Extension West Zone RWA,Sector 2,0.65,5777.0,,Plot area 1125(104.52 sq.m.),2,2,,1,north,Moderately Old,1130.2095,,1125.0,,0,0,1,0,0,0,23
house,Independent,Sector 17B,7.2,15926.0,,Plot area 420,4,4,,1,na,Old,4520.838,,4494.0,,0,1,1,0,0,0,0
house,Independent,Sector 12,1.5,11111.0,,Plot area 150(125.42 sq.m.),5,5,,3,na,Old,1345.4875,,1352.76,,0,0,0,0,0,0,16
house,Nirvana Country,Sector 50,10.0,14285.0,,Built Up area: 7000 (650.32 sq.m.),5,7,,4,east,Moderately Old,6996.535,,7000.0,,0,1,0,0,0,1,0
house,DLF City Plots Phase,Sector 25,15.5,34307.0,,Plot area 502(419.74 sq.m.),5,6,,3,east,Moderately Old,4520.838,,4527.2368,,1,1,1,1,0,0,144
house,Independent,Sector 26,14.75,51864.0,,Plot area 316(264.22 sq.m.),16,20,,4,east,New Property,2841.6696,,2849.8143999999998,,1,1,1,1,0,2,153
house,DLF City Plots,Sector 26,20.0,44265.0,,Plot area 502(419.74 sq.m.),16,20,,4,north-east,New Property,4520.838,,4527.2368,,1,1,1,1,0,2,153
house,DLF City Plots Phase,Sector 28,9.54,29444.0,,Plot area 360(301.01 sq.m.),6,5,,3,north,New Property,3239.9339,,3246.624,,1,1,1,1,0,0,153
house,DLF City Plots Phase,Sector 25,10.55,39074.0,,Plot area 300(250.84 sq.m.),5,6,,3,east,Moderately Old,2701.7389,,2705.52,,1,1,1,1,0,0,131
house,DLF City Plots,Sector 26,17.3,38734.0,,Plot area 502(419.74 sq.m.),6,7,,3,north,New Property,4520.838,,4527.2368,,1,1,1,1,0,2,124
house,Independent,Sector 2,3.65,23442.0,,Plot area 173(144.65 sq.m.),9,9,,3,west,New Property,1560.7655,,1560.1832,,0,1,0,1,0,2,116
house,Independent,Sector 26,18.9,41833.0,,Plot area 502(419.74 sq.m.),6,8,,3,north-east,Relatively New,4520.838,,4527.2368,,1,1,1,1,0,2,120
house,Independent,Sector 41,9.0,27778.0,,Plot area 360(301.01 sq.m.),8,5,,3,na,Old,3239.9339,,3246.624,,0,1,1,1,0,2,26
house,Emaar The Palm Springs,Sector 54,24.0,600000.0,,Plot area 400(37.16 sq.m.),5,5,,1,north-east,Old,398.2643,,400.0,,1,1,0,1,0,2,122
house,Independent,Sector 40,2.15,23889.0,,Plot area 100(83.61 sq.m.),3,3,,3,na,Moderately Old,904.1676,,901.8399999999999,,1,0,1,1,0,0,45
house,Independent,Sector 51,2.25,25000.0,,Plot area 100(83.61 sq.m.),6,3,,3,north-west,Relatively New,904.1676,,901.8399999999999,,0,0,0,0,0,0,54
house,Experion Windchants,Sector 112,7.46,10260.0,,Built Up area: 6350 (589.93 sq.m.),4,4,,2,east,Relatively New,6350.701,,6350.0,,0,1,0,1,0,2,62
house,Uppal Southend,Sector 49,6.75,31915.0,,Plot area 235(196.49 sq.m.),12,12,,3,west,Moderately Old,2109.7244,,2119.324,,0,0,0,0,1,0,49
