property_type,sector,built_up_area,agepossession,bedroom,bathroom,study room,servant room,store room,balcony,furnishing_type,luxury_category,floor_category,price_in_cr
flat,Sector 70A,1900,New Property,3,3,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.68
flat,Sector 66,1330,Relatively New,2,3,0,1,0,3,Un-furnished,Medium,Low-rise,1.5
flat,Sohna Road,478,Relatively New,1,1,0,0,0,1,Un-furnished,Average,Mid-rise,0.22
flat,Sector 50,1245,Relatively New,3,3,0,0,1,2,Un-furnished,Medium,Mid-rise,1.4
flat,Sector 108,1875,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,High-rise,3.25
flat,Sector 83,1570,Relatively New,3,3,0,1,0,3,Un-furnished,Medium,High-rise,1.1
flat,Sector 103,2416,New Property,4,2,0,1,0,3+,Semi-furnished,Average,High-rise,2.0
flat,Sector 84,1610,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.05
flat,Sector 28,1700,Old,3,4,0,1,0,3,Un-furnished,Medium,Mid-rise,2.35
flat,Sector 82,1026,Relatively New,2,2,1,0,0,3+,Semi-furnished,Medium,Low-rise,0.63
flat,Sector 90,1578,Relatively New,3,3,0,0,0,2,Semi-furnished,Low,High-rise,1.25
flat,Sector 86,1746,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,High-rise,1.6
house,Sector 56,2706,New Property,4,2,0,1,0,2,Un-furnished,Average,Mid-rise,12.39
flat,Sector 49,2163,Moderately Old,3,3,0,0,0,3,Semi-furnished,Medium,Low-rise,1.69
flat,Sector 106,1186,Relatively New,3,4,0,1,0,3+,Semi-furnished,High,Mid-rise,1.2
house,Sector 28,3247,Moderately Old,4,2,0,1,1,1,Un-furnished,Medium,Low-rise,11.25
flat,Sector 90,2468,Moderately Old,4,4,0,0,0,3+,Semi-furnished,Medium,Skyscraper,1.8
flat,Sector 3,717,Old,2,2,0,0,0,1,Un-furnished,Average,Low-rise,0.5
flat,Sector 33,1492,New Property,2,2,1,0,0,2,Semi-furnished,Average,Basement/Ground Floor,1.2
flat,Sector 24,3190,Old,3,4,0,1,0,3+,Un-furnished,Medium,Low-rise,4.25
flat,Gwal Pahari,1294,Relatively New,3,3,0,0,0,2,Un-furnished,High,Low-rise,1.38
flat,Sector 90,1929,Relatively New,3,3,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.25
flat,Sector 37D,1100,New Property,2,2,0,0,0,3,Semi-furnished,Average,High-rise,0.71
flat,Sector 81,1700,Relatively New,3,3,0,1,0,2,Furnished,High,High-rise,2.5
flat,Sector 65,1297,New Property,2,2,1,0,0,3,Semi-furnished,Average,Mid-rise,2.65
flat,Sector 43,2801,Old,4,4,0,0,0,3+,Semi-furnished,Low,High-rise,5.8
flat,Sector 63A,1540,New Property,3,3,0,0,0,2,Semi-furnished,Average,Low-rise,2.0
house,Sector 40,2372,Relatively New,3,3,0,0,0,2,Un-furnished,Medium,Low-rise,5.0
flat,Sector 48,2564,Moderately Old,3,4,0,0,0,3+,Semi-furnished,Average,Low-rise,2.75
flat,Sector 70,1950,Relatively New,3,4,0,1,0,2,Semi-furnished,Average,High-rise,1.75
flat,Sector 92,905,Moderately Old,2,2,0,0,0,3,Semi-furnished,Average,Low-rise,0.5
flat,Sector 113,1310,New Property,2,2,0,0,0,0,Semi-furnished,Low,Mid-rise,1.83
flat,Sector 37D,1639,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,High-rise,1.55
flat,Sector 56,2263,Old,3,4,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.85
house,Sector 50,3247,Moderately Old,5,2,1,0,0,1,Semi-furnished,Low,Low-rise,11.29
flat,Sector 77,1822,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.2
flat,Sector 69,1464,Relatively New,3,2,0,0,0,3,Semi-furnished,Medium,Mid-rise,0.9
flat,Sector 92,2263,New Property,3,3,0,1,0,3,Semi-furnished,Average,High-rise,1.25
flat,Sector 77,1180,Relatively New,2,2,0,0,0,2,Un-furnished,High,Mid-rise,0.75
flat,Sector 102,1311,Relatively New,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.35
house,Sector 70A,5425,New Property,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,2.1
flat,Sector 79,862,New Property,2,2,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.1
flat,Sector 9A,1711,Moderately Old,3,3,0,0,0,2,Un-furnished,Medium,Mid-rise,0.94
flat,Sector 56,1920,Old,3,3,0,1,0,2,Un-furnished,Medium,Mid-rise,1.54
house,Sector 7,1335,Old,5,3,0,0,0,3,Semi-furnished,Low,Low-rise,2.25
flat,Sector 63,2700,New Property,3,1,0,0,0,3,Semi-furnished,Average,Mid-rise,3.25
flat,Sohna Road,784,Relatively New,2,2,0,0,0,2,Furnished,Average,Mid-rise,0.46
flat,Sector 90,1697,New Property,3,4,0,1,0,3,Semi-furnished,Medium,Low-rise,0.96
house,Sector 104,920,Moderately Old,3,2,0,0,0,1,Semi-furnished,Medium,Low-rise,1.95
flat,Sector 108,1895,Relatively New,3,4,0,1,0,2,Semi-furnished,Average,High-rise,3.95
flat,Sector 103,1365,Relatively New,2,2,0,0,0,3,Un-furnished,Average,Low-rise,1.05
flat,Sector 67,3200,Relatively New,4,4,1,1,1,3+,Un-furnished,High,Basement/Ground Floor,4.75
flat,Sector 36A,1479,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Skyscraper,2.3
flat,Sector 89,1464,New Property,3,1,1,0,0,2,Semi-furnished,Medium,Mid-rise,1.13
house,Sector 23,3078,Old,3,2,0,0,0,0,Semi-furnished,Low,Low-rise,5.1
flat,Sector 65,1493,Relatively New,3,3,0,1,0,2,Semi-furnished,Medium,Low-rise,2.8
flat,Sohna Road,1588,Relatively New,3,3,0,0,0,3,Semi-furnished,High,Low-rise,0.9
flat,Sector 58,3161,Relatively New,4,2,1,1,0,3,Un-furnished,Average,Skyscraper,4.85
flat,Sector 84,1833,Relatively New,3,3,0,1,0,3,Semi-furnished,Medium,High-rise,0.9
flat,Sector 90,1597,Old,3,4,0,1,0,3+,Furnished,Average,Basement/Ground Floor,1.25
flat,Sector 81,2882,Relatively New,4,2,0,1,0,2,Un-furnished,Medium,Mid-rise,3.0
flat,Sector 56,833,Moderately Old,1,1,0,0,0,1,Semi-furnished,Medium,Basement/Ground Floor,0.65
flat,Sector 54,1785,Moderately Old,3,4,0,1,0,3+,Furnished,High,Mid-rise,4.85
house,Sector 28,864,Old,4,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.7
house,Sector 12,1876,Moderately Old,3,1,0,0,0,3,Semi-furnished,Low,Mid-rise,3.71
flat,Sector 3,1056,New Property,2,2,0,0,0,0,Semi-furnished,Medium,Mid-rise,1.35
flat,Sector 50,2470,Moderately Old,3,4,0,1,0,3+,Un-furnished,High,Mid-rise,2.65
flat,Manesar,1900,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Low,Mid-rise,0.9
flat,Sector 102,1653,Relatively New,3,3,0,0,0,3,Semi-furnished,High,Low-rise,1.77
flat,Sector 102,1653,New Property,3,3,0,0,0,3,Semi-furnished,High,High-rise,2.5
flat,Sector 69,1826,Relatively New,4,3,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor,1.0
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Semi-furnished,High,Basement/Ground Floor,1.6
flat,Sector 113,2536,Under Construction,4,4,0,1,0,3+,Semi-furnished,Medium,Low-rise,2.87
flat,Sector 93,1350,Relatively New,3,4,0,0,0,2,Un-furnished,Medium,High-rise,1.25
flat,Sector 37D,1686,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.5
flat,Sector 36A,1338,New Property,2,2,0,0,0,2,Semi-furnished,Low,Skyscraper,2.2
flat,Sector 86,1747,Relatively New,3,4,0,1,0,3+,Semi-furnished,Medium,Low-rise,1.25
flat,Sector 79,904,New Property,2,2,1,0,0,3,Semi-furnished,Medium,Mid-rise,1.47
flat,Sector 79,1212,Relatively New,3,3,1,0,0,2,Semi-furnished,High,Mid-rise,1.3
house,Sector 26,1804,Old,2,2,0,0,0,3,Un-furnished,Low,Low-rise,6.0
house,Sector 13,1744,Old,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.62
flat,Sector 67,2127,Moderately Old,4,4,0,1,0,3+,Un-furnished,Medium,Mid-rise,2.85
flat,Sector 89,1932,New Property,3,3,0,0,0,3,Semi-furnished,Average,Low-rise,1.5
flat,Sector 71,1466,Moderately Old,3,3,1,0,0,3,Semi-furnished,Medium,Basement/Ground Floor,0.98
flat,Sector 81,3801,Relatively New,4,2,0,1,0,3+,Un-furnished,Average,High-rise,4.5
flat,Sector 63,1554,Moderately Old,3,4,1,0,0,3+,Un-furnished,Medium,Mid-rise,2.2
flat,Sector 66,2210,Relatively New,4,4,0,1,0,3+,Un-furnished,High,Low-rise,3.4
flat,Sector 102,1461,Relatively New,3,3,0,0,0,3+,Semi-furnished,Average,Low-rise,1.75
flat,Sector 81,955,Relatively New,2,2,0,0,0,3,Semi-furnished,Medium,Low-rise,0.82
flat,Sector 47,2528,Old,3,4,1,0,0,2,Un-furnished,Average,Low-rise,2.45
flat,Sector 56,1450,Old,3,3,0,0,0,3+,Semi-furnished,High,Low-rise,1.37
flat,Sector 102,1638,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,Low-rise,2.04
flat,Sector 85,1660,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,High-rise,1.17
flat,Sector 90,1765,New Property,3,4,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.0
flat,Sector 68,1239,New Property,2,2,0,0,0,3,Semi-furnished,Medium,High-rise,1.1
flat,Sector 92,2152,Relatively New,4,3,0,0,0,2,Semi-furnished,Average,Low-rise,1.0
house,Sector 24,4844,Old,4,2,0,0,0,1,Semi-furnished,Low,Low-rise,1.44
house,Sector 25,3382,Moderately Old,5,2,0,0,0,1,Un-furnished,Medium,Low-rise,9.9
flat,Sector 102,2235,Relatively New,3,3,0,1,0,3+,Un-furnished,Medium,Basement/Ground Floor,1.85
flat,Sector 103,362,New Property,1,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.3
flat,Sector 54,2119,Old,3,3,0,1,0,3+,Semi-furnished,Medium,Mid-rise,3.85
flat,Sector 88A,625,New Property,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.45
flat,Sector 65,1821,Relatively New,3,4,1,1,1,3,Furnished,High,Low-rise,2.3
house,Sector 6,600,Moderately Old,3,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sohna Road,1275,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.9
flat,Sector 60,2400,Relatively New,3,3,0,1,0,3,Un-furnished,High,Mid-rise,3.0
flat,Sector 102,1311,Relatively New,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.4
house,Sector 47,2519,Old,3,3,0,0,0,2,Un-furnished,Average,Low-rise,1.15
flat,Sector 93,2105,Relatively New,4,4,0,0,0,3,Semi-furnished,Low,High-rise,1.25
flat,Sector 107,1236,Relatively New,2,2,0,0,0,3+,Semi-furnished,Medium,Low-rise,0.88
flat,Sector 102,1333,New Property,3,3,0,0,0,2,Semi-furnished,Medium,Low-rise,2.03
flat,Sector 102,1010,New Property,2,2,0,0,0,2,Semi-furnished,Average,Basement/Ground Floor,1.05
flat,Sohna Road,743,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.3
flat,Sector 108,1876,New Property,3,4,0,0,0,2,Semi-furnished,Medium,High-rise,3.35
house,Sector 4,684,New Property,3,2,1,0,0,1,Semi-furnished,Low,Low-rise,0.7
house,Sector 72,3653,Relatively New,5,2,0,0,0,1,Semi-furnished,Low,Skyscraper,3.1
flat,Sector 65,2267,New Property,3,3,1,1,0,3,Un-furnished,High,High-rise,3.5
flat,Sector 90,1222,Relatively New,2,2,1,0,0,3,Semi-furnished,Medium,Low-rise,0.65
flat,Sector 107,1543,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.3
flat,Sector 43,2570,Old,4,4,0,1,0,3,Semi-furnished,Medium,Mid-rise,5.25
house,Sector 41,1623,Moderately Old,2,1,1,1,0,3,Un-furnished,Average,Mid-rise,4.25
house,Sector 3,1001,Relatively New,2,3,0,0,1,3,Semi-furnished,Low,Low-rise,0.7
flat,Sector 37C,1350,Relatively New,3,1,0,0,0,3,Semi-furnished,Average,Mid-rise,1.25
house,Sector 23,2500,Relatively New,4,4,0,1,0,2,Un-furnished,Average,Low-rise,2.9
house,Sector 9,1841,Old,4,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.1
house,Sector 49,2119,Moderately Old,4,4,0,0,0,3,Semi-furnished,Average,Low-rise,6.75
flat,Sohna Road,481,Relatively New,2,2,0,0,0,2,Furnished,Medium,Mid-rise,0.3
flat,Sector 107,1277,Relatively New,2,2,1,0,0,3,Un-furnished,High,Mid-rise,0.98
house,Sector 109,5411,Relatively New,4,4,0,0,0,1,Un-furnished,Medium,Low-rise,7.0
flat,Sector 99,779,Relatively New,2,2,0,0,1,2,Semi-furnished,Average,High-rise,0.72
flat,Sector 79,1795,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,Mid-rise,1.69
flat,Sector 90,1557,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,High-rise,1.25
flat,Sector 95,357,Relatively New,1,1,0,0,0,1,Semi-furnished,Average,Low-rise,0.2
flat,Sector 103,1845,Relatively New,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.57
flat,Manesar,1502,Moderately Old,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.75
house,Sector 25,1804,Old,4,4,0,1,1,3,Semi-furnished,Medium,Low-rise,6.3
house,Sector 7,902,Old,2,2,0,1,0,1,Un-furnished,Average,Low-rise,0.9
flat,Sector 81,1929,Relatively New,3,3,0,1,0,3+,Furnished,High,High-rise,2.25
house,Sector 104,900,Moderately Old,3,3,0,0,0,1,Furnished,Low,Low-rise,0.62
house,Sector 28,1353,Relatively New,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,3.5
flat,Sector 49,1751,Moderately Old,3,4,0,1,0,3,Un-furnished,Medium,High-rise,2.65
flat,Sector 65,4249,Moderately Old,3,3,0,0,1,2,Semi-furnished,Medium,High-rise,7.0
flat,Sector 84,1826,Relatively New,3,3,0,1,0,3,Un-furnished,Average,High-rise,1.5
house,Sector 14,4527,Old,3,3,1,1,0,1,Un-furnished,Low,Low-rise,7.5
flat,Sector 82,1176,Relatively New,2,2,0,0,0,2,Un-furnished,Medium,High-rise,0.8
flat,Sector 85,1390,Relatively New,3,1,0,1,0,3,Un-furnished,Average,Mid-rise,0.8
flat,Sector 103,1288,Moderately Old,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,1.2
flat,Sector 71,600,Relatively New,2,2,0,0,0,1,Semi-furnished,Medium,Mid-rise,0.6
flat,Sector 92,1464,Relatively New,3,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.8
house,Sector 27,1452,Relatively New,5,2,0,1,0,3,Un-furnished,Average,Low-rise,4.25
flat,Sector 84,1475,Relatively New,3,3,0,0,0,2,Semi-furnished,Average,High-rise,1.01
flat,Sohna Road,482,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,Low-rise,0.25
flat,Sector 28,1608,Old,3,3,0,1,0,2,Semi-furnished,Medium,High-rise,2.35
flat,Sector 69,1881,New Property,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.8
flat,Sohna Road,458,Relatively New,2,2,0,0,0,1,Un-furnished,Average,Mid-rise,0.27
flat,Sector 103,1500,New Property,3,3,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.1
house,Sector 48,2568,Relatively New,3,4,1,1,1,2,Un-furnished,Medium,Low-rise,6.4
flat,Sector 2,1416,Moderately Old,2,2,1,0,0,3,Semi-furnished,Medium,High-rise,0.98
flat,Sector 50,2600,Moderately Old,3,3,0,1,0,3,Un-furnished,High,High-rise,2.92
flat,Sector 54,2070,Moderately Old,4,4,0,1,0,2,Furnished,Medium,Mid-rise,6.75
house,Sector 7,472,Old,5,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.83
flat,Sohna Road,720,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.39
house,Sector 70A,2615,Moderately Old,4,4,1,1,1,2,Semi-furnished,Medium,Low-rise,4.6
flat,Sector 84,450,New Property,1,1,0,0,0,1,Un-furnished,Low,High-rise,0.3
flat,Sector 90,2726,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.88
flat,Sector 86,601,Relatively New,2,2,0,0,0,2,Un-furnished,Medium,Mid-rise,0.44
house,Sector 49,2092,Relatively New,4,4,0,1,0,3,Un-furnished,Low,Low-rise,6.75
flat,Sector 70A,1788,Relatively New,3,3,0,1,0,3,Semi-furnished,Average,Mid-rise,1.51
flat,Sector 61,1595,Moderately Old,3,3,0,1,0,3+,Un-furnished,High,High-rise,2.04
flat,Sector 109,1701,Relatively New,3,2,0,0,0,2,Semi-furnished,High,Mid-rise,1.2
flat,Sector 2,719,Moderately Old,1,1,0,0,0,2,Semi-furnished,Medium,Mid-rise,0.56
flat,Sector 113,2060,Under Construction,4,4,1,0,0,3+,Semi-furnished,Medium,High-rise,2.37
flat,Sector 82,1299,Relatively New,2,2,1,0,0,2,Semi-furnished,Medium,High-rise,1.0
house,Golf Course Road,872,Relatively New,3,2,0,0,0,1,Semi-furnished,Low,Skyscraper,1.6
flat,Sector 92,1423,Relatively New,3,3,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor,0.85
house,Sector 105,3863,Moderately Old,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,1.15
flat,Sector 84,3201,Relatively New,4,4,0,1,0,3,Semi-furnished,Low,High-rise,2.2
flat,Sector 83,1479,Moderately Old,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,0.95
flat,Sector 84,583,Relatively New,2,2,0,0,0,1,Semi-furnished,Medium,Mid-rise,0.37
flat,Sector 36A,726,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Mid-rise,0.65
flat,Sector 89,1571,New Property,3,3,1,0,0,2,Semi-furnished,Medium,Low-rise,1.16
house,Sector 11,1172,Relatively New,4,3,1,1,0,3,Un-furnished,Medium,Low-rise,1.5
flat,Sector 85,2545,Relatively New,4,2,0,0,0,3+,Semi-furnished,Medium,Mid-rise,2.2
flat,Sector 92,1475,New Property,3,2,0,0,0,2,Semi-furnished,Medium,Low-rise,1.7
flat,Sector 110,3000,Relatively New,4,2,0,1,0,3,Semi-furnished,High,High-rise,3.4
flat,Sector 108,1991,Relatively New,3,2,0,0,0,0,Un-furnished,Medium,Basement/Ground Floor,1.25
flat,Sector 36,848,New Property,3,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.82
flat,Sector 102,532,Relatively New,2,2,0,0,1,1,Semi-furnished,High,Mid-rise,0.48
flat,Sector 67,2219,Relatively New,3,4,0,1,0,3+,Un-furnished,Medium,High-rise,3.15
house,Sector 46,2390,Moderately Old,2,3,1,0,0,2,Un-furnished,Average,Low-rise,5.5
house,Sector 12,1700,Moderately Old,4,4,0,0,0,3,Semi-furnished,Low,Low-rise,0.7
house,Sector 14,2255,Moderately Old,3,3,0,0,0,3+,Semi-furnished,Low,Low-rise,5.0
flat,Sector 37D,1276,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Basement/Ground Floor,1.17
flat,Sector 83,1613,Relatively New,3,3,0,0,0,2,Semi-furnished,Low,High-rise,1.18
flat,Sector 81,2328,Relatively New,3,3,0,1,0,3,Un-furnished,Average,High-rise,2.7
flat,Sector 102,1238,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,Basement/Ground Floor,1.41
flat,Sector 102,1493,Relatively New,3,3,0,1,0,3,Semi-furnished,High,Mid-rise,1.45
flat,Sector 109,2380,Relatively New,4,4,0,1,0,2,Semi-furnished,Medium,High-rise,2.0
house,Sector 2,900,Moderately Old,3,2,0,0,0,1,Semi-furnished,Average,Low-rise,0.4
flat,Sector 69,1889,Relatively New,4,4,0,0,0,2,Semi-furnished,High,Basement/Ground Floor,2.0
flat,Sector 84,483,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.35
flat,Sector 37C,1890,Relatively New,3,1,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.4
flat,Sector 85,1484,New Property,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,1.3
flat,Sector 70,1350,Relatively New,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,1.1
flat,Sector 90,2448,Relatively New,4,4,0,1,1,3+,Semi-furnished,High,Skyscraper,1.95
flat,Sector 83,1199,Relatively New,2,2,0,0,0,2,Un-furnished,Average,Low-rise,0.75
flat,Sector 70,1688,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.25
house,Sector 82,3247,Relatively New,4,3,0,0,0,1,Semi-furnished,Low,Low-rise,6.5
flat,Sector 89,998,New Property,3,2,1,0,0,3,Semi-furnished,Average,Low-rise,1.16
house,Sector 25,2706,Old,5,2,1,1,1,2,Semi-furnished,Average,Low-rise,9.0
flat,Sector 61,1269,New Property,2,2,1,0,0,2,Semi-furnished,Medium,Low-rise,1.6
flat,Sector 102,2200,Relatively New,3,3,1,1,0,3,Semi-furnished,Low,High-rise,2.61
flat,Sohna Road,743,New Property,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.2
flat,Sector 63A,994,New Property,2,1,0,0,0,3+,Semi-furnished,Medium,Mid-rise,2.2
house,Sector 4,360,New Property,4,1,0,0,0,1,Semi-furnished,Low,Mid-rise,0.51
flat,Sector 37D,1234,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Mid-rise,1.1
flat,Sector 102,1531,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Low-rise,1.76
house,Surat Nagar,700,New Property,4,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.71
flat,Sector 83,1602,Moderately Old,3,3,0,0,0,1,Un-furnished,Medium,Mid-rise,1.15
flat,Sector 111,405,Relatively New,1,1,0,0,0,1,Semi-furnished,Average,High-rise,0.36
flat,Sector 107,493,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.28
flat,Sector 109,2502,New Property,3,1,0,1,0,1,Semi-furnished,Average,Mid-rise,1.5
flat,Sector 81,3801,Relatively New,4,2,0,1,0,3+,Un-furnished,Medium,High-rise,4.0
flat,Sector 107,2505,Relatively New,4,2,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.7
flat,Sector 56,1900,Old,3,3,1,1,0,3+,Semi-furnished,High,Mid-rise,1.45
flat,Sector 86,1715,Relatively New,3,3,0,1,0,3,Un-furnished,Average,High-rise,1.3
house,Sector 3,1008,Moderately Old,3,1,0,0,0,3,Semi-furnished,Low,Low-rise,0.9
flat,Sector 107,560,New Property,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.5
flat,Sector 102,915,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.95
flat,Sector 113,2210,New Property,3,3,0,1,0,3,Semi-furnished,High,High-rise,2.35
flat,Sector 109,2303,Relatively New,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.6
house,Sector 25,9500,Moderately Old,5,2,0,1,0,2,Furnished,Low,Low-rise,10.0
flat,Sector 67,1751,Moderately Old,3,4,0,1,0,3+,Un-furnished,High,High-rise,2.35
flat,Sector 111,2670,Relatively New,4,2,0,1,0,3+,Semi-furnished,Medium,High-rise,3.45
flat,Sector 90,1578,Relatively New,3,3,0,0,0,2,Semi-furnished,Low,High-rise,1.23
flat,Sector 95,340,New Property,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.22
flat,Sector 37D,1639,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.45
flat,Sector 56,600,Old,1,1,0,0,0,2,Semi-furnished,Low,Low-rise,0.5
flat,Sector 28,1373,Old,4,2,0,0,0,3+,Semi-furnished,Low,Low-rise,0.9
flat,Sector 103,1089,New Property,2,2,0,0,0,3,Semi-furnished,High,Low-rise,0.8
flat,Sector 2,1738,Moderately Old,3,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.5
flat,Sector 57,2036,Moderately Old,3,3,0,0,0,3,Semi-furnished,Average,Mid-rise,2.5
flat,Sector 104,1303,Relatively New,3,2,1,0,1,3+,Un-furnished,Low,High-rise,1.3
house,Sector 49,1470,Moderately Old,2,2,0,0,0,3,Semi-furnished,Average,Low-rise,3.75
house,Sector 26,983,Old,3,3,1,0,0,3,Semi-furnished,Medium,Low-rise,3.25
flat,Sector 69,1889,Relatively New,4,4,0,0,0,2,Semi-furnished,High,Basement/Ground Floor,2.05
flat,Sector 70,1071,Moderately Old,3,2,0,0,0,2,Semi-furnished,Medium,Low-rise,1.0
house,Sector 25,1939,Old,3,3,1,1,1,3,Un-furnished,Medium,Low-rise,6.5
flat,Sector 12,1093,Relatively New,2,2,0,0,0,1,Un-furnished,Low,Low-rise,0.72
house,Lajpat Nagar,2000,New Property,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,3.5
flat,Sector 112,1800,Relatively New,2,2,1,0,0,3,Un-furnished,High,High-rise,2.5
flat,Sector 86,1231,New Property,2,2,0,0,0,1,Un-furnished,Average,High-rise,0.87
flat,Sohna Road,531,New Property,2,2,0,0,0,1,Semi-furnished,Low,High-rise,0.45
house,Sector 28,902,Moderately Old,2,2,0,0,0,1,Un-furnished,Average,Mid-rise,2.1
flat,Sector 65,1140,New Property,2,2,0,0,0,2,Semi-furnished,Low,Skyscraper,1.99
house,Sector 81,1095,Relatively New,3,2,1,0,0,3,Semi-furnished,Medium,Mid-rise,0.75
flat,Sector 81,2599,New Property,4,4,0,1,0,3+,Furnished,High,High-rise,3.46
flat,Sector 95,756,New Property,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.4
flat,Sector 79,2050,New Property,3,4,0,0,0,3,Semi-furnished,Average,Mid-rise,1.72
flat,Sector 67,2134,Relatively New,3,4,0,1,0,3,Un-furnished,High,High-rise,3.4
flat,Sector 112,1656,Relatively New,2,2,1,1,1,3,Un-furnished,Medium,Mid-rise,3.1
flat,Sector 83,1546,Relatively New,3,1,1,1,1,3,Un-furnished,High,Mid-rise,1.8
flat,Sector 36,1193,New Property,3,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.82
flat,Sector 107,650,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.5
flat,Sector 65,1141,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,High-rise,1.95
flat,Sector 90,2005,Relatively New,4,4,0,0,0,3+,Semi-furnished,Medium,High-rise,1.78
flat,Sector 65,1582,New Property,2,2,0,0,0,3,Semi-furnished,Low,Mid-rise,2.25
flat,Sector 102,4630,Relatively New,4,4,0,0,0,3+,Un-furnished,Medium,High-rise,4.55
flat,Sector 37D,1310,Relatively New,2,2,0,0,0,3,Semi-furnished,High,High-rise,0.8
flat,Gwal Pahari,5249,New Property,4,2,1,1,0,3+,Semi-furnished,High,High-rise,5.5
flat,Sector 70,1765,Relatively New,3,4,0,1,1,3,Semi-furnished,Average,High-rise,1.65
flat,Sector 90,1432,Moderately Old,3,3,0,1,0,3,Semi-furnished,Medium,High-rise,1.25
flat,Sector 14,1943,Old,3,4,0,0,0,3+,Semi-furnished,Low,Low-rise,2.2
house,Sector 48,3202,Moderately Old,4,2,1,1,1,1,Un-furnished,Medium,Low-rise,7.69
flat,Sector 48,2980,Moderately Old,4,4,0,0,0,3+,Semi-furnished,Low,Low-rise,3.45
