property_type,sector,built_up_area,agepossession,bedroom,bathroom,study room,servant room,store room,balcony,furnishing_type,luxury_category,floor_category,price_in_cr
house,Sector 14,2500,Moderately Old,5,2,0,0,0,2,Semi-furnished,Low,Mid-rise,6.5
flat,Sector 83,1532,Relatively New,3,3,0,0,1,3,Semi-furnished,Medium,Mid-rise,1.08
house,Mohan Nagar,1497,Old,4,2,0,0,0,3,Semi-furnished,Low,Low-rise,1.3
flat,Gwal Pahari,4842,New Property,4,4,0,1,0,3+,Un-furnished,Average,High-rise,7.5
house,Sector 92,2360,Relatively New,4,2,0,0,0,2,Semi-furnished,Low,High-rise,1.8
flat,Sector 56,600,Moderately Old,1,1,0,0,0,1,Semi-furnished,Average,Low-rise,0.6
flat,Sector 92,1766,Moderately Old,3,4,1,0,0,3,Semi-furnished,Medium,Low-rise,0.75
flat,Sector 104,1403,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,1.59
flat,Sector 69,1783,Relatively New,4,4,0,0,0,1,Semi-furnished,Medium,High-rise,1.7
flat,Sector 85,2300,Relatively New,4,4,1,1,0,3,Semi-furnished,Average,Mid-rise,2.14
flat,Sector 102,1945,Moderately Old,3,4,1,1,0,3+,Semi-furnished,Medium,Mid-rise,2.2
flat,Sector 14,2200,Old,4,2,1,1,0,3+,Furnished,Medium,Mid-rise,2.75
house,Sector 2,3003,Relatively New,4,4,0,0,0,0,Semi-furnished,Low,Low-rise,6.0
house,Sector 56,1000,Moderately Old,2,2,0,0,0,3,Semi-furnished,Average,Low-rise,2.95
flat,Sector 81,400,Relatively New,1,1,0,0,0,2,Semi-furnished,Average,Low-rise,0.38
house,Sohna Road,2318,Moderately Old,3,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.82
house,Sector 25,1939,Relatively New,2,1,1,1,0,3,Un-furnished,High,Mid-rise,7.5
flat,Sector 102,1400,Relatively New,3,4,0,1,0,3+,Un-furnished,High,Mid-rise,1.35
flat,Sector 67,2217,Relatively New,3,4,0,1,1,3,Un-furnished,High,High-rise,3.5
house,Farukhnagar,902,New Property,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.52
flat,Sector 63A,1490,New Property,3,3,0,0,0,3,Semi-furnished,Average,Low-rise,3.5
flat,Sector 59,2738,New Property,3,3,0,1,0,1,Semi-furnished,Low,Skyscraper,5.5
flat,Sector 70A,2127,Relatively New,3,4,0,1,1,3,Un-furnished,High,Mid-rise,2.5
flat,Sector 37D,1699,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,High-rise,1.65
flat,Sohna Road,750,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.38
flat,Sector 49,2200,Moderately Old,4,4,0,1,0,3,Un-furnished,Medium,Mid-rise,3.0
flat,Sector 86,1548,Relatively New,3,3,0,0,0,3+,Un-furnished,High,Mid-rise,1.6
flat,Sector 48,1938,Moderately Old,3,4,1,0,0,3,Un-furnished,Medium,Low-rise,1.8
house,Sohna Road,1350,Relatively New,5,2,0,0,0,3,Semi-furnished,Low,Mid-rise,1.35
house,Sector 9,558,Relatively New,3,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.6
flat,Sector 109,1466,New Property,3,1,0,0,0,3,Semi-furnished,Average,Mid-rise,1.75
house,Sector 66,3247,New Property,5,2,1,1,1,1,Un-furnished,High,Low-rise,11.0
flat,Sector 50,1894,Relatively New,3,3,0,0,0,3,Un-furnished,Medium,High-rise,2.5
flat,Sector 78,2038,Moderately Old,3,3,0,0,0,2,Furnished,Low,Mid-rise,1.2
flat,Sispal Vihar,850,Relatively New,1,1,0,0,0,1,Semi-furnished,Low,Mid-rise,1.0
flat,Sector 81,1550,Relatively New,3,3,1,1,0,3+,Furnished,Average,High-rise,2.35
flat,Sector 82A,1540,Relatively New,3,3,0,1,0,3+,Furnished,High,High-rise,1.8
flat,Sector 69,1100,Moderately Old,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.75
flat,Sector 113,1350,New Property,2,2,1,0,0,3,Semi-furnished,High,Mid-rise,1.38
flat,Sector 65,1800,Relatively New,4,4,1,1,0,3,Semi-furnished,Low,Low-rise,2.85
flat,Sector 33,995,New Property,2,2,0,0,0,2,Semi-furnished,Average,High-rise,1.15
house,Sector 41,5000,Moderately Old,2,3,1,1,1,1,Un-furnished,Medium,Mid-rise,9.25
house,Sector 28,2850,Relatively New,4,2,0,1,1,0,Un-furnished,Medium,Mid-rise,12.0
flat,Sector 61,1150,New Property,2,2,1,0,0,2,Semi-furnished,Medium,Low-rise,1.41
house,Sector 13,900,Old,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,9.0
house,Sector 33,4780,New Property,5,2,1,1,1,1,Un-furnished,Medium,Low-rise,8.5
flat,Sector 69,1380,Relatively New,4,4,0,0,0,2,Semi-furnished,High,Basement/Ground Floor,1.92
flat,Sector 113,2536,Under Construction,4,4,1,1,0,3+,Semi-furnished,Average,High-rise,2.9
flat,Sector 79,2244,Relatively New,3,3,0,0,0,3+,Semi-furnished,Low,Mid-rise,2.5
house,Sector 26,2300,Old,5,2,0,0,0,3+,Semi-furnished,Average,Mid-rise,8.1
flat,Sector 52,2127,Moderately Old,3,3,0,1,0,3,Semi-furnished,Low,Mid-rise,1.85
house,Sector 43,2706,Moderately Old,5,2,0,1,0,2,Un-furnished,Medium,Low-rise,8.5
flat,Sector 22,1249,New Property,2,2,0,0,0,2,Semi-furnished,Average,High-rise,1.75
flat,Sector 50,11038,Moderately Old,4,4,0,1,0,3,Semi-furnished,Average,Mid-rise,8.5
flat,Sector 70A,2097,New Property,4,3,0,0,1,3,Semi-furnished,Medium,Low-rise,1.9
flat,Sector 63,3950,Under Construction,4,4,0,0,0,3+,Semi-furnished,Medium,Skyscraper,7.9
flat,Sector 107,1236,New Property,2,2,0,0,0,3+,Semi-furnished,Medium,High-rise,0.8
flat,Sector 83,1600,Relatively New,3,3,0,1,0,3,Un-furnished,High,Mid-rise,1.75
flat,Sector 79,2675,New Property,4,2,0,1,0,2,Semi-furnished,Average,Mid-rise,2.55
house,Sector 47,4650,Relatively New,2,1,0,1,0,3,Un-furnished,Medium,Mid-rise,5.25
flat,Sector 81,2599,New Property,4,4,0,1,0,3+,Furnished,High,High-rise,3.45
flat,Sector 51,410,Old,1,1,0,0,0,2,Semi-furnished,Low,Basement/Ground Floor,0.3
house,Sector 17,565,Moderately Old,5,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.32
flat,Sohna Road,743,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.28
flat,Sector 56,1900,Old,3,4,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.54
flat,Sector 37D,1701,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.49
house,Sector 25,3625,Moderately Old,5,2,1,1,0,1,Semi-furnished,Average,Low-rise,10.5
house,Sector 65,3607,Relatively New,4,4,1,1,0,1,Semi-furnished,Average,Low-rise,12.5
flat,Sector 95,514,New Property,2,2,0,0,0,2,Semi-furnished,Average,Low-rise,0.4
flat,Sector 108,1813,Relatively New,3,4,0,0,0,2,Semi-furnished,Medium,High-rise,2.9
flat,Sector 33,1167,New Property,3,4,0,1,0,3+,Semi-furnished,Medium,Low-rise,1.62
flat,Sector 86,1360,Relatively New,2,2,0,0,0,0,Semi-furnished,Low,Low-rise,0.8
house,Sector 50,2164,Moderately Old,4,4,0,1,0,3,Un-furnished,Average,Low-rise,7.35
flat,Sector 39,3532,Old,5,4,0,1,0,3,Furnished,Average,Mid-rise,2.0
flat,Sector 70,1523,Relatively New,3,2,0,1,0,3,Semi-furnished,Average,Mid-rise,1.62
flat,Sector 68,1180,New Property,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.84
flat,Sector 83,1613,Relatively New,3,3,0,0,1,3,Semi-furnished,Medium,Low-rise,1.05
house,Sector 48,3247,Old,4,4,0,1,0,1,Un-furnished,Low,Low-rise,8.4
flat,Sector 84,3108,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,High-rise,2.2
house,Sector 50,3247,Moderately Old,5,2,0,1,0,1,Semi-furnished,Low,Low-rise,10.56
flat,Sector 92,1131,Relatively New,3,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.51
flat,Sector 37D,1983,Relatively New,4,3,0,1,0,3,Semi-furnished,Medium,High-rise,1.78
flat,Sector 30,2367,Old,3,2,0,1,0,3+,Un-furnished,Medium,High-rise,3.55
flat,Sector 91,2101,Relatively New,4,3,1,1,1,3+,Semi-furnished,Medium,Mid-rise,1.75
house,Sector 50,2160,Moderately Old,3,3,0,1,0,3,Semi-furnished,High,Low-rise,6.95
house,Sector 49,4500,New Property,5,4,0,0,0,1,Semi-furnished,Average,Low-rise,6.75
flat,Sector 83,1500,Relatively New,3,3,0,1,0,3,Un-furnished,High,Mid-rise,1.76
flat,Sector 63A,1635,New Property,3,1,0,1,0,3,Semi-furnished,Average,Mid-rise,3.3
flat,Sector 12,1159,New Property,3,3,0,0,0,1,Un-furnished,Average,Low-rise,0.65
flat,Sohna Road,1050,Relatively New,2,2,1,0,0,3+,Semi-furnished,Medium,Mid-rise,0.95
house,Sector 69,763,New Property,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.8
house,Sector 4,587,Moderately Old,2,1,0,0,1,1,Semi-furnished,Low,Low-rise,0.47
flat,Sector 79,1362,Relatively New,3,3,0,0,0,3,Semi-furnished,High,Mid-rise,1.28
flat,Sector 85,1376,Relatively New,2,2,0,0,1,3+,Semi-furnished,Medium,High-rise,1.2
flat,Sector 99,2400,New Property,3,4,0,0,0,0,Semi-furnished,Average,High-rise,1.6
flat,Sector 33,1719,New Property,3,2,0,0,0,3+,Semi-furnished,Average,Mid-rise,1.55
house,Sector 5,900,Old,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.8
flat,Sector 84,1698,Relatively New,3,4,0,1,0,3,Semi-furnished,Medium,High-rise,1.52
flat,Sector 33,898,New Property,2,2,0,0,0,0,Semi-furnished,Average,High-rise,1.2
flat,Sector 99A,1790,Relatively New,3,3,0,1,0,3,Semi-furnished,Average,Low-rise,1.16
flat,Sector 2,1440,Moderately Old,3,2,0,0,0,3,Semi-furnished,Low,Mid-rise,0.8
flat,Sector 102,1493,Relatively New,3,3,0,1,0,3,Un-furnished,Low,Mid-rise,1.39
flat,Sector 58,1518,Relatively New,2,2,0,0,0,1,Un-furnished,Average,Mid-rise,2.2
house,Sector 25,2228,Relatively New,3,1,1,1,0,3,Un-furnished,Medium,Mid-rise,10.0
flat,Sector 11,699,Relatively New,2,2,0,0,0,0,Semi-furnished,Low,High-rise,0.36
flat,Sector 49,1992,Moderately Old,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.9
flat,Sector 37C,669,Relatively New,1,1,0,0,0,0,Semi-furnished,Low,Mid-rise,0.55
flat,Sector 111,1338,New Property,2,2,1,0,0,1,Semi-furnished,Average,Mid-rise,0.96
flat,Sector 69,1419,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,High-rise,1.4
house,Rosewood,1380,Moderately Old,3,3,1,1,1,3,Un-furnished,Medium,Low-rise,2.8
flat,Sector 107,1198,Relatively New,2,2,0,0,0,3+,Semi-furnished,High,High-rise,0.75
flat,Sector 63A,693,New Property,1,1,0,0,0,0,Semi-furnished,Low,Mid-rise,0.7
house,Sector 43,965,Relatively New,1,2,0,0,0,1,Un-furnished,Low,Mid-rise,2.5
flat,Sector 102,1900,Relatively New,3,4,1,1,0,3+,Un-furnished,High,High-rise,2.0
flat,Sector 65,1787,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,Low-rise,3.0
flat,Sector 65,2800,Relatively New,3,3,0,1,0,3+,Un-furnished,High,Skyscraper,5.0
flat,Manesar,2480,New Property,3,4,0,0,0,0,Semi-furnished,Low,Low-rise,1.0
flat,Sector 70,2172,Relatively New,4,2,0,1,0,3+,Un-furnished,Average,Low-rise,2.0
flat,Sector 33,1844,Under Construction,3,2,0,0,0,2,Semi-furnished,Medium,High-rise,1.67
flat,Sector 85,990,New Property,2,2,0,0,0,3,Semi-furnished,Average,High-rise,1.35
house,Sector 38,1840,Old,1,2,1,1,0,3,Un-furnished,Medium,Mid-rise,4.0
flat,Sector 102,1186,Relatively New,3,4,1,1,0,3+,Un-furnished,Average,High-rise,2.2
house,Sector 56,3247,Relatively New,2,3,1,1,0,1,Furnished,Average,Low-rise,7.5
house,Sector 109,4509,Relatively New,5,2,1,1,1,1,Semi-furnished,Medium,Low-rise,12.5
flat,Sohna Road,587,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,Basement/Ground Floor,0.25
house,Sector 25,2706,Old,5,2,0,1,1,2,Un-furnished,Medium,Low-rise,10.0
flat,Sector 37D,590,New Property,2,3,0,0,0,2,Semi-furnished,Low,Mid-rise,0.45
flat,Sector 70A,2127,Relatively New,3,4,0,1,0,3,Semi-furnished,High,Mid-rise,2.52
flat,Sector 77,1140,Relatively New,2,2,0,0,1,2,Un-furnished,Medium,Mid-rise,0.75
flat,Sohna Road,933,Relatively New,2,2,0,0,0,2,Semi-furnished,High,Low-rise,0.53
flat,Sector 85,2545,Relatively New,4,2,0,1,0,3+,Semi-furnished,High,Low-rise,2.15
flat,Sector 108,1500,Relatively New,3,3,0,1,0,2,Semi-furnished,Medium,Low-rise,0.85
flat,Sector 95,576,New Property,2,2,0,0,0,2,Un-furnished,Medium,High-rise,0.42
flat,Sector 108,1550,Relatively New,3,2,0,1,0,3+,Un-furnished,High,High-rise,1.2
flat,Sector 70,1523,Relatively New,3,2,0,1,0,3,Semi-furnished,High,Mid-rise,1.55
flat,Ambience Island,4857,Moderately Old,4,2,0,0,0,3+,Semi-furnished,Low,Mid-rise,6.0
flat,Sector 102,1311,Relatively New,3,3,0,1,0,3,Semi-furnished,High,High-rise,1.45
flat,Sector 67,2236,Moderately Old,3,3,0,1,0,3+,Un-furnished,High,High-rise,2.95
flat,Sector 61,1269,New Property,2,2,1,0,0,2,Semi-furnished,Low,Low-rise,1.58
house,Sector 12,1497,Old,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,1.4
flat,Sector 32,2134,Relatively New,3,4,0,0,0,3,Semi-furnished,Low,Low-rise,2.5
flat,Sector 65,1493,Relatively New,3,3,1,1,0,3,Semi-furnished,Low,Low-rise,2.5
flat,Sector 15 Part 1,905,New Property,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.64
flat,Sector 86,1719,Relatively New,3,3,0,0,0,1,Semi-furnished,Average,High-rise,1.5
flat,Sector 78,2813,New Property,3,3,0,1,0,2,Semi-furnished,Medium,Skyscraper,4.75
flat,Sector 92,1240,Relatively New,3,2,0,0,0,3,Semi-furnished,Average,Mid-rise,0.65
flat,Sohna Road,822,New Property,2,1,0,0,0,3,Semi-furnished,Medium,Low-rise,0.54
flat,Sector 102,2500,Relatively New,3,3,0,1,0,3+,Semi-furnished,High,Low-rise,1.9
flat,Sector 109,2339,Relatively New,3,4,0,1,0,3,Semi-furnished,Medium,High-rise,2.25
flat,Sector 85,1475,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,Mid-rise,1.09
flat,Sector 84,1896,New Property,4,4,1,0,0,3+,Semi-furnished,Medium,Low-rise,1.05
flat,Sector 102,1311,Relatively New,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.42
flat,Sector 70A,1312,New Property,2,2,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.1
flat,Sector 103,2602,Relatively New,4,4,1,1,1,3,Semi-furnished,Average,High-rise,2.45
flat,Sector 79,1946,New Property,3,4,0,1,0,3+,Semi-furnished,Average,High-rise,1.85
flat,Sector 33,1619,Old,3,3,0,0,0,3,Semi-furnished,Medium,Low-rise,1.79
flat,Sector 107,554,New Property,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.37
flat,Sector 102,1009,Relatively New,2,2,0,0,1,3,Semi-furnished,Medium,Basement/Ground Floor,1.3
house,Sector 48,7000,Moderately Old,4,4,0,0,0,1,Semi-furnished,Low,Low-rise,18.5
flat,Sector 107,1236,Moderately Old,2,2,0,0,0,3+,Semi-furnished,Medium,Low-rise,0.94
flat,Sector 102,1493,Relatively New,3,3,0,1,0,2,Semi-furnished,High,Mid-rise,1.45
flat,Sector 37C,1820,Relatively New,3,1,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor,0.95
flat,Sector 109,2100,Relatively New,3,4,0,1,0,3+,Un-furnished,High,High-rise,2.1
flat,Sector 109,1701,Moderately Old,3,2,0,0,0,3,Semi-furnished,Medium,High-rise,1.3
flat,Sohna Road,474,New Property,1,1,0,0,0,1,Semi-furnished,Medium,Low-rise,0.2
flat,Sector 83,2152,Relatively New,4,4,0,1,0,3,Semi-furnished,Average,High-rise,1.4
flat,Sohna Road,567,Relatively New,2,2,0,0,0,2,Un-furnished,Average,Low-rise,0.28
flat,Sector 40,2700,Moderately Old,1,1,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor,1.5
house,Sector 36,823,New Property,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.66
flat,Sector 85,2400,Relatively New,3,4,0,1,0,3,Semi-furnished,High,Mid-rise,1.93
house,Sohna Road,1055,New Property,2,3,1,0,0,3,Un-furnished,Average,Low-rise,1.55
flat,Sector 58,1700,Moderately Old,3,4,0,1,0,1,Un-furnished,High,High-rise,3.8
flat,Sector 90,2005,Moderately Old,4,4,0,0,0,3+,Semi-furnished,Average,Mid-rise,1.8
flat,Sector 49,3724,Relatively New,5,2,1,1,0,3+,Semi-furnished,Average,High-rise,4.79
flat,Sector 104,2528,New Property,3,4,0,1,0,3+,Semi-furnished,Medium,High-rise,2.3
house,Sector 25,2850,Relatively New,6,2,0,0,1,0,Un-furnished,Medium,Low-rise,10.85
flat,Sector 69,2856,Relatively New,4,2,0,1,0,3+,Semi-furnished,Average,High-rise,3.05
house,Sector 48,6000,Moderately Old,6,2,0,0,0,1,Semi-furnished,Average,Low-rise,3.35
flat,Sector 85,3890,Relatively New,4,2,0,1,0,3,Semi-furnished,High,Mid-rise,1.91
flat,Sector 107,1236,Relatively New,2,2,0,0,0,3+,Un-furnished,Low,High-rise,0.9
flat,Sohna Road,1000,New Property,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.32
flat,Sector 82A,1893,Relatively New,3,3,0,1,0,3+,Furnished,High,High-rise,2.2
flat,Sohna Road,1588,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Low-rise,0.9
flat,Sector 36A,2297,New Property,3,3,0,0,0,2,Semi-furnished,Average,High-rise,3.65
flat,Sector 65,1895,New Property,3,3,1,1,1,3,Semi-furnished,Medium,Mid-rise,4.6
house,Sector 24,1082,Relatively New,4,1,1,0,1,3,Furnished,Low,Mid-rise,2.6
house,Sector 4,2255,Moderately Old,4,3,0,0,1,3+,Un-furnished,Average,Low-rise,1.9
flat,Sector 84,1222,New Property,2,2,1,0,0,3,Semi-furnished,Low,High-rise,0.85
flat,Sector 22,1200,Relatively New,2,2,0,0,0,2,Furnished,Medium,Mid-rise,1.65
flat,Sector 102,1566,New Property,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,2.12
flat,Sector 95,549,Relatively New,2,2,0,0,0,1,Un-furnished,Medium,Mid-rise,0.32
flat,Sector 69,1819,Relatively New,4,4,0,0,0,2,Semi-furnished,Average,Basement/Ground Floor,1.9
house,Sector 50,2605,Relatively New,4,4,1,1,1,2,Un-furnished,Medium,Low-rise,10.8
house,Sector 12,1710,Old,4,3,0,0,0,3,Semi-furnished,Low,Low-rise,6.0
flat,Sector 37D,2100,Relatively New,4,4,0,0,0,3,Un-furnished,Medium,Mid-rise,1.75
flat,Sector 15,1435,Old,4,3,0,0,0,3,Un-furnished,Medium,Low-rise,1.4
flat,Sector 68,1845,Relatively New,3,3,0,0,0,3+,Un-furnished,Medium,Skyscraper,1.78
flat,Sector 37C,751,Relatively New,2,2,0,0,0,3,Semi-furnished,Medium,Low-rise,0.4
flat,Sector 41,2900,Old,4,4,0,0,0,3,Semi-furnished,Low,Basement/Ground Floor,3.4
flat,Sector 103,368,Relatively New,1,1,0,0,0,1,Semi-furnished,Low,Mid-rise,0.24
house,Sector 15,900,Old,2,2,0,1,0,1,Semi-furnished,Low,Low-rise,1.07
flat,Sector 10A,3925,Moderately Old,6,4,0,0,0,2,Semi-furnished,Low,Mid-rise,2.3
flat,Sector 71,2127,Moderately Old,4,4,0,1,0,3,Semi-furnished,Low,Mid-rise,1.35
flat,Sector 37C,1310,Relatively New,2,2,0,0,0,3+,Semi-furnished,Medium,High-rise,0.66
house,Sector 17,1440,Old,2,2,0,0,0,3,Semi-furnished,Average,Low-rise,3.5
flat,Sector 21,1247,Old,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.8
flat,Sector 102,915,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.95
flat,Sector 60,2400,Relatively New,3,3,0,1,0,3,Un-furnished,High,Low-rise,2.82
flat,Sector 89,1432,New Property,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.8
flat,Sector 65,2180,Relatively New,4,4,1,1,0,3,Un-furnished,Medium,Low-rise,2.8
house,Sector 24,1070,Old,4,4,0,0,0,3,Semi-furnished,Low,Low-rise,3.25
flat,Sector 24,3700,Old,3,4,1,1,0,3+,Furnished,Medium,Mid-rise,5.8
flat,Sector 69,1392,Relatively New,3,3,0,0,0,2,Un-furnished,High,High-rise,1.31
flat,Sector 71,1084,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.79
flat,Sector 104,2072,Relatively New,3,1,0,1,0,3+,Semi-furnished,Medium,Mid-rise,2.0
flat,Sector 82,1583,Relatively New,3,3,0,0,0,2,Semi-furnished,Average,High-rise,1.12
flat,Sector 108,2120,New Property,3,3,0,1,0,2,Semi-furnished,Medium,High-rise,3.75
flat,Sector 61,1799,New Property,3,1,0,0,0,2,Semi-furnished,Low,Mid-rise,2.55
flat,Sector 77,1479,New Property,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,1.0
flat,Sector 37D,1300,Relatively New,2,2,0,0,0,3,Semi-furnished,Medium,Low-rise,0.8
flat,Sector 50,1894,Moderately Old,3,3,0,0,1,3,Un-furnished,Medium,High-rise,2.51
flat,Sector 9A,1424,Old,3,3,0,0,0,3,Semi-furnished,Average,Mid-rise,0.75
flat,Sector 107,548,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.36
flat,Sector 92,1572,Relatively New,3,3,0,0,0,0,Semi-furnished,Low,Mid-rise,0.7
flat,Sector 69,2808,Relatively New,4,2,0,1,0,3+,Semi-furnished,High,High-rise,3.1
flat,Sector 108,1159,Relatively New,2,2,0,1,0,3,Semi-furnished,High,High-rise,0.97
house,Sector 4,477,Moderately Old,5,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sector 79,1570,Relatively New,3,2,0,0,0,3,Semi-furnished,Low,High-rise,1.7
flat,Sector 91,1298,Relatively New,2,2,0,0,0,3+,Un-furnished,Low,Mid-rise,0.89
flat,Sector 107,712,Relatively New,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.5
flat,Sector 62,4200,Relatively New,4,4,0,1,0,3+,Un-furnished,Medium,Skyscraper,7.56
house,Sector 3,810,Moderately Old,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.55
house,Sector 23,1450,Old,5,2,0,0,0,3,Un-furnished,Low,Low-rise,2.7
house,Sector 43,3200,New Property,2,2,0,1,0,1,Furnished,Average,Mid-rise,2.2
flat,Sector 7,993,Relatively New,2,2,0,0,0,1,Semi-furnished,Medium,Low-rise,0.54
flat,Sector 6,938,Moderately Old,2,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.38
flat,Sector 110,3077,Relatively New,4,2,0,1,0,3,Semi-furnished,High,Mid-rise,3.6
flat,Sohna Road,975,New Property,2,2,0,0,0,3,Semi-furnished,Medium,High-rise,0.85
flat,Sector 68,1798,New Property,3,3,0,0,0,3+,Semi-furnished,Average,High-rise,1.85
house,Sector 105,540,New Property,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.6
flat,Sector 90,2241,New Property,4,2,1,1,0,2,Semi-furnished,Medium,Mid-rise,1.27
flat,Sector 81,1352,Relatively New,2,2,0,0,0,3,Un-furnished,Medium,High-rise,0.64
flat,Sector 109,1473,Relatively New,3,2,0,0,0,3+,Semi-furnished,Medium,High-rise,1.35
flat,Sector 92,1983,New Property,4,3,0,0,0,2,Semi-furnished,Medium,High-rise,0.95
house,Sector 26,4527,Relatively New,6,2,1,1,0,1,Un-furnished,Medium,Low-rise,19.0
flat,Sector 69,1578,Relatively New,3,3,0,0,0,2,Un-furnished,Medium,Low-rise,1.65
house,Sector 26,4527,Old,4,1,0,0,0,1,Semi-furnished,Average,Mid-rise,5.8
flat,Manesar,1684,Old,3,2,0,0,0,3+,Semi-furnished,Average,Mid-rise,0.64
flat,Sohna Road,458,Relatively New,2,2,0,0,0,1,Un-furnished,Medium,Basement/Ground Floor,0.27
flat,Sector 85,1421,Relatively New,2,2,0,0,1,3+,Semi-furnished,High,High-rise,1.25
flat,Sector 86,1746,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,Mid-rise,1.35
house,Daulatabad,1000,Relatively New,2,2,0,0,0,3,Semi-furnished,Low,Mid-rise,0.7
house,Sohna Road,3500,Moderately Old,3,3,1,1,0,1,Semi-furnished,Average,Low-rise,1.8
house,Hira Nagar,1080,Old,3,2,0,0,0,3,Semi-furnished,Low,Low-rise,1.05
flat,Sector 82,2000,Relatively New,3,3,1,1,0,3,Un-furnished,Medium,High-rise,1.37
flat,Sector 71,1577,Relatively New,3,4,0,1,0,2,Un-furnished,High,Mid-rise,1.25
house,Sector 2,1560,Old,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,2.55
flat,Sohna Road,907,Relatively New,2,2,0,0,0,2,Semi-furnished,High,Low-rise,0.52
flat,Sector 84,1652,Relatively New,3,3,1,0,0,3,Semi-furnished,Medium,Low-rise,0.92
flat,Sector 106,940,Relatively New,2,2,0,0,0,3+,Semi-furnished,Average,Low-rise,0.95
flat,Sector 86,1500,Relatively New,3,3,0,0,0,3+,Furnished,High,High-rise,1.55
flat,Sector 54,1900,Old,4,3,0,0,0,3+,Un-furnished,Low,Low-rise,1.75
flat,Sector 74,1300,Relatively New,2,2,0,0,1,3,Semi-furnished,High,High-rise,1.5
flat,Sector 92,1895,Relatively New,4,2,0,0,0,3+,Semi-furnished,Low,High-rise,0.95
flat,Sector 49,3219,Relatively New,5,4,1,1,0,3+,Semi-furnished,Average,High-rise,4.16
flat,Sector 48,2199,Moderately Old,3,3,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.86
house,Sector 3,450,Moderately Old,5,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sector 86,520,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,High-rise,0.5
flat,Sector 67,1759,Moderately Old,3,4,0,1,0,3+,Un-furnished,Medium,High-rise,2.32
flat,Sector 84,1457,Relatively New,2,2,1,0,0,3,Un-furnished,Medium,Low-rise,1.2
flat,Sohna Road,1080,New Property,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.85
house,Sector 12,4800,Relatively New,2,3,1,1,0,3+,Furnished,Medium,Low-rise,3.5
flat,Sector 67,2200,Relatively New,3,4,1,1,0,2,Un-furnished,High,Skyscraper,3.05
flat,Sector 113,1930,Relatively New,3,4,0,1,0,3,Semi-furnished,High,Low-rise,2.35
flat,Sector 92,2040,Relatively New,4,4,0,0,0,0,Semi-furnished,Low,Mid-rise,1.3
